Position_ID,Supervisory_Organization,Effective_Date,Reason,Worker_Type,Worker_Sub_Type,Job_Profile,Job_Title,Business_Title,Time_Type,Location
P-000118,DEPT_SALES_106,2016-02-22,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_TOR_HQ
P-000119,DEPT_OPS_070,2016-02-18,New Position,Contingent Worker,Contractor,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_SF
P-000120,DEPT_ADMIN_129,2016-02-23,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_MTL
P-000121,DEPT_LEGAL_089,2016-02-20,New Position,Employee,Fixed Term,JP_0078,Chief Human Resources Officer,Chief Human Resources Officer,Full_Time,LOC_MTL
P-000122,DEPT_OPS_063,2016-02-24,New Position,Employee,Regular,JP_0066,Insurance Advisor,Insurance Advisor,Full_Time,LOC_NYC
P-000123,DEPT_HR_077,2016-02-28,New Position,Employee,Regular,JP_0048,Compensation Analyst,Compensation Analyst,Full_Time,LOC_MTL
P-000124,DEPT_RISK_055,2016-02-13,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_TOR_FP
P-000125,DEPT_SALES_094,2016-02-22,New Position,Employee,Regular,JP_0082,Office Administrator,Office Administrator,Full_Time,LOC_OTT
P-000126,DEPT_RISK_049,2016-02-25,New Position,Employee,Regular,JP_0016,Systems Administrator,Systems Administrator,Full_Time,LOC_OTT
P-000127,DEPT_TECH_030,2016-02-18,New Position,Contingent Worker,Contractor,JP_0058,Relationship Manager,Relationship Manager,Full_Time,LOC_TOR_HQ
P-000128,DEPT_MKT_109,2016-02-22,New Position,Employee,Regular,JP_0005,Data Scientist,Data Scientist,Full_Time,LOC_TOR_HQ
P-000129,DEPT_INVEST_122,2016-02-16,New Position,Employee,Regular,JP_0046,Recruiter,Recruiter,Part_Time,LOC_CA_REM
P-000130,DEPT_INVEST_117,2016-02-13,New Position,Employee,Regular,JP_0068,Marketing Analyst,Marketing Analyst,Full_Time,LOC_DAL
P-000131,DEPT_SALES_091,2016-02-29,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_HAL
P-000132,DEPT_INVEST_117,2016-02-20,New Position,Employee,Fixed Term,JP_0008,QA Engineer,QA Engineer,Full_Time,LOC_HAL
P-000133,DEPT_HR_080,2016-02-15,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_OTT
P-000134,DEPT_RISK_041,2016-02-28,New Position,Employee,Regular,JP_0012,Product Manager - Tech,Product Manager - Tech,Full_Time,LOC_US_REM
P-000135,DEPT_FIN_004,2016-02-27,New Position,Employee,Regular,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_VAN
P-000136,DEPT_FIN_009,2016-02-23,New Position,Employee,Regular,JP_0083,Facilities Coordinator,Facilities Coordinator,Full_Time,LOC_CAL
P-000137,DEPT_RISK_042,2016-02-15,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_CHI
P-000138,DEPT_MKT_109,2016-02-24,New Position,Employee,Regular,JP_0053,Corporate Counsel,Corporate Counsel,Full_Time,LOC_MIA
P-000139,DEPT_SALES_097,2016-02-18,New Position,Contingent Worker,Contractor,JP_0060,Investment Advisor,Investment Advisor,Part_Time,LOC_TOR_HQ
P-000140,DEPT_INVEST_117,2016-02-29,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_CHI
P-000141,DEPT_RISK_053,2016-02-23,New Position,Employee,Fixed Term,JP_0025,Audit Analyst,Audit Analyst,Full_Time,LOC_MTL
P-000142,DEPT_SALES_091,2016-02-24,New Position,Employee,Regular,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_MTL
P-000143,DEPT_OPS_073,2016-02-27,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_CAL
P-000144,DEPT_SALES_096,2016-02-22,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_WIN
P-000145,DEPT_SALES_100,2016-02-24,New Position,Employee,Regular,JP_0012,Product Manager - Tech,Product Manager - Tech,Full_Time,LOC_CAL
P-000146,DEPT_OPS_056,2016-02-21,New Position,Employee,Regular,JP_0012,Product Manager - Tech,Product Manager - Tech,Full_Time,LOC_NYC
P-000147,DEPT_OPS_068,2016-02-14,New Position,Employee,Regular,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_TOR_HQ
P-000148,DEPT_SALES_090,2016-02-28,New Position,Employee,Regular,JP_0053,Corporate Counsel,Corporate Counsel,Full_Time,LOC_US_REM
P-000149,DEPT_INVEST_116,2016-02-16,New Position,Employee,Regular,JP_0066,Insurance Advisor,Insurance Advisor,Full_Time,LOC_DAL
P-000150,DEPT_TECH_021,2016-02-27,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_MTL
P-000151,DEPT_SALES_093,2016-02-23,New Position,Contingent Worker,Contractor,JP_0071,Communications Specialist,Communications Specialist,Full_Time,LOC_OTT
P-000152,DEPT_RISK_049,2016-02-18,New Position,Employee,Regular,JP_0040,Settlement Specialist,Settlement Specialist,Full_Time,LOC_TOR_HQ
P-000153,DEPT_CEO_003,2016-02-29,New Position,Employee,Regular,JP_0012,Product Manager - Tech,Product Manager - Tech,Part_Time,LOC_NYC
P-000154,DEPT_FIN_011,2016-02-17,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Part_Time,LOC_TOR_HQ
P-000155,DEPT_TECH_022,2016-02-25,New Position,Employee,Regular,JP_0026,Financial Planning Analyst,Financial Planning Analyst,Full_Time,LOC_DAL
P-000156,DEPT_FIN_009,2016-02-27,New Position,Employee,Regular,JP_0044,Project Manager,Project Manager,Full_Time,LOC_TOR_HQ
P-000157,DEPT_ADMIN_132,2016-02-27,New Position,Employee,Regular,JP_0025,Audit Analyst,Audit Analyst,Full_Time,LOC_US_REM
P-000158,DEPT_TECH_016,2016-02-26,New Position,Employee,Regular,JP_0092,Fund Accountant,Fund Accountant,Full_Time,LOC_HAL
P-000159,DEPT_TECH_036,2016-02-15,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_WIN
P-000160,DEPT_OPS_061,2016-02-25,New Position,Employee,Regular,JP_0004,Data Engineer,Data Engineer,Full_Time,LOC_CHI
P-000161,DEPT_INVEST_119,2016-03-21,New Position,Employee,Regular,JP_0033,Compliance Analyst,Compliance Analyst,Full_Time,LOC_CA_REM
P-000162,DEPT_TECH_020,2016-03-04,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_WIN
P-000163,DEPT_OPS_061,2016-03-02,New Position,Employee,Fixed Term,JP_0020,Accountant,Accountant,Full_Time,LOC_VAN
P-000164,DEPT_OPS_075,2016-03-26,New Position,Employee,Regular,JP_0012,Product Manager - Tech,Product Manager - Tech,Full_Time,LOC_WIN
P-000165,DEPT_SALES_107,2016-03-09,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_CAL
P-000166,DEPT_SALES_096,2016-03-13,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_TOR_FP
P-000167,DEPT_FIN_011,2016-03-07,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_TOR_HQ
P-000168,DEPT_TECH_022,2016-03-23,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Full_Time,LOC_VAN
P-000169,DEPT_TECH_017,2016-03-11,New Position,Contingent Worker,Contractor,JP_0035,Regulatory Affairs Specialist,Regulatory Affairs Specialist,Full_Time,LOC_TOR_HQ
P-000170,DEPT_SALES_099,2016-03-08,New Position,Employee,Regular,JP_0084,Receptionist,Receptionist,Full_Time,LOC_VAN
P-000171,DEPT_TECH_017,2016-03-18,New Position,Employee,Regular,JP_0080,Chief Marketing Officer,Chief Marketing Officer,Full_Time,LOC_TOR_HQ
P-000172,DEPT_TECH_022,2016-03-05,New Position,Employee,Regular,JP_0071,Communications Specialist,Communications Specialist,Full_Time,LOC_CAL
P-000173,DEPT_RISK_050,2016-03-27,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_TOR_HQ
P-000174,DEPT_INVEST_119,2016-03-22,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_CA_REM
P-000175,DEPT_FIN_010,2016-03-31,New Position,Employee,Regular,JP_0045,HR Business Partner,HR Business Partner,Full_Time,LOC_SF
P-000176,DEPT_RISK_045,2016-03-27,New Position,Employee,Regular,JP_0006,Cloud Architect,Cloud Architect,Full_Time,LOC_NYC
P-000177,DEPT_SALES_099,2016-03-01,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_TOR_HQ
P-000178,DEPT_LEGAL_086,2016-03-06,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_BOS
P-000179,DEPT_OPS_064,2016-03-03,New Position,Contingent Worker,Contractor,JP_0084,Receptionist,Receptionist,Full_Time,LOC_NYC
P-000180,DEPT_ADMIN_131,2016-03-03,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_VAN
P-000181,DEPT_SALES_096,2016-03-25,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_DAL
P-000182,DEPT_OPS_071,2016-03-06,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Full_Time,LOC_CAL
P-000183,DEPT_RISK_053,2016-03-25,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Part_Time,LOC_TOR_HQ
P-000184,DEPT_OPS_070,2016-03-06,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_WIN
P-000185,DEPT_RISK_047,2016-03-15,New Position,Employee,Fixed Term,JP_0056,Regulatory Counsel,Regulatory Counsel,Full_Time,LOC_TOR_HQ
P-000186,DEPT_TECH_019,2016-03-22,New Position,Employee,Regular,JP_0050,HRIS Analyst,HRIS Analyst,Full_Time,LOC_CAL
P-000187,DEPT_SALES_093,2016-03-12,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_MTL
