workday_id,idp_table,rescinded_moment
c62992cf861a9b07fdfbe4eb5438bdc8,INT095E,2024-01-18T08:51:12
deb4f465116b052c2c86fc839132912a,INT096,2025-06-28T10:41:52
1beda4037d5f8c0797c0748677d44e18,INT098,2024-01-21T08:20:04
f39465ab06710979c126c7e6d1594773,INT098,2019-03-28T11:34:28
bd5e36705dcd1b77548b8c14cb2e301a,INT098,2023-02-16T17:22:21
cb780c78ad6cdec6715a0ccada793368,INT098,2020-02-20T17:39:01
8d5523129af70771fcfcdcae229d76ff,INT096,2026-02-11T15:14:10
135c1bdb3394abdf3595e77b5fa65993,INT096,2021-02-27T10:58:43
ec62482a4c71adca44b4647f8cf98ec8,INT095E,2017-02-22T13:25:43
f5f5862403d412f1dc63537157be7e54,INT096,2022-01-16T15:55:55
004619449d194cd44cc0c8fded4f1180,INT095E,2023-08-04T13:25:16
1e25b374a5cb23c1fc0567fbbf235cd7,INT098,2025-06-05T15:46:53
4bc9109e6e84ac8713e7d5b0a9b5f9ef,INT096,2023-01-21T08:39:01
116a30426ea9634268207bf1537a4309,INT098,2024-12-13T17:12:33
3d4a3a89a5fd102f025915606fc7045c,INT095E,2023-10-21T14:23:30
3cb34173f98e32462e9c54f7c66f5297,INT098,2024-02-05T17:19:29
47da3048f8eb78524d83439c9b942894,INT098,2018-09-06T15:02:58
7502cddd0413028e24270cc12caddc91,INT098,2026-02-22T17:35:03
821b3a71418f300f0779a2d43d5f13c8,INT098,2023-01-24T09:00:42
4a5f64ce6d22efefa5c482a845379bea,INT098,2022-01-10T08:08:34
19206d15a16ef5bd8506418a12531022,INT096,2025-02-05T14:10:04
1dcee0eb0f8139823297c7103f7cd75d,INT096,2025-02-25T12:16:29
987091408480118b579ee8875034bac2,INT095E,2024-01-02T16:44:36
d41ad3988956973529eb1d4ee26f3fc4,INT098,2026-01-17T10:15:30
6531f7aebce0a6f962491a05fd58100b,INT098,2024-03-26T09:48:51
9a662d7d4a73de00ae5641e255b32a38,INT098,2022-10-13T15:39:44
d4b52856e0ef36c6f747e4a7afa0f9ea,INT095E,2025-08-18T13:36:52
7e706412b1180fa66f4192c41dfe170a,INT098,2021-11-15T17:47:55
11ba16e180df58cedbedfc73e49c10b5,INT095E,2021-08-15T12:44:48
eb1d55ac2923d88653b68bdaeb54a7d3,INT098,2019-01-13T13:54:48
a5b35e63fddcb406160c44a8255da96c,INT096,2020-02-26T13:13:20
be352e67c2992eaacc70faadba9f68ce,INT096,2020-01-26T16:32:21
41aecdd908e5a0dda87fbd3417dd663f,INT096,2023-09-25T17:15:54
9e45fbcf6eeebea78c452269207dab37,INT095E,2019-01-19T13:41:08
6dbae2eef8ab67106d897a78046a5d16,INT098,2020-02-01T12:27:35
99264abb1e2937fe61c693b0e0398662,INT096,2020-12-01T09:12:11
85de0bad0ec6f02ceced8fd3ff7ca708,INT098,2021-06-01T14:21:00
8dc67cef0e1a3cf3564d179ea7501afe,INT096,2021-01-14T10:44:46
651ef6bbdd1547e358d0629a84c7e731,INT098,2024-08-27T11:31:39
4e437d09427faec87285161d478fd6bc,INT096,2021-07-26T09:43:15
0a2bef62e45cf459af5b8f0ead00560d,INT096,2020-03-10T11:53:34
d1550ded9c8aac8b9bbd9e029ff03053,INT095E,2024-05-09T08:48:19
a2d2e596709c5ed0bc967ab478eec854,INT098,2025-04-16T12:36:09
7fbd310d2ea461265b40f8fc3b546870,INT096,2018-06-09T10:57:36
92f2cf5aecf160f757e44f429a522fec,INT098,2019-03-29T14:32:31
62f9fc80277e8a052bb66ddc4c9cd1b5,INT098,2024-01-11T16:55:21
5a6a9ec02d00c9b925304c0e17646532,INT095E,2023-03-25T08:34:11
a70bc4dba4164f4f13ca48e319bf3e38,INT095E,2023-01-29T11:33:21
a6408d4ad7695bb17ffdfdf65c2ef156,INT096,2024-02-03T12:09:58
cb6f5231c79b1d6c2af4767b01d92b28,INT095E,2024-05-13T10:40:34
87d7f6bf1666c3440adf458b3c3427cf,INT096,2025-04-02T11:41:18
adf59f3c67e74f7b233e66c96bd930de,INT098,2023-01-25T08:05:38
ff6d36d296604d85bb825b71c1b8bf82,INT098,2020-11-09T14:05:06
a2438561af5cc22e4a66c422b537b733,INT095E,2026-02-27T13:04:31
7363f81a4bba014bcc34ca3048232f53,INT096,2020-01-09T10:20:21
63f0916ed7d2bee64d28bc5e4ac128e0,INT095E,2021-06-02T08:07:59
3bb939c912fb1cca438fab8d145ab3ef,INT096,2025-02-06T09:03:04
d1bed3a2f01b7d3a04da91b7c1e28366,INT098,2022-11-26T14:25:11
e9f8e94f7f4f9fec2bf1c0617dd2ea69,INT095E,2024-02-11T12:36:22
9f8293c053a4fc02f643e016400c6578,INT098,2023-01-09T11:59:13
f4b56799ba5f719bbaba0aeed7aa0da7,INT095E,2024-10-20T12:17:40
06711cff4378216365bc1efcb84646e0,INT095E,2019-11-27T15:42:06
dcc5a202d804d0f039e41e7bd9d9ca25,INT098,2025-02-10T14:25:03
512e11e230dfe77ce4097e4891e807b9,INT096,2018-05-02T08:28:17
a0286c4461eecedc8e855b00bd8d1c76,INT098,2020-09-07T08:53:27
fa0428e8492c1621295d0726d1d632be,INT098,2019-12-11T09:57:34
1c017b6d0a5786ed78cb6c6d9a41419d,INT096,2025-02-01T12:11:32
104e352cbd2c22f4b690e5bfe4204560,INT098,2024-03-31T10:03:38
eb2d8ad0e9ab6dc5586d8b3b643b5483,INT096,2020-12-08T12:45:53
f52531577b3552c5bc27ef932cccbdf3,INT095E,2024-01-04T09:36:32
58d92ad96f23a34b148b1124d76ac721,INT095E,2021-01-16T17:45:52
715710d366697a89e7eb845741e3477c,INT096,2022-01-25T16:15:04
b33331ca50ad6aeb31a7d8df38a19a66,INT096,2024-03-13T08:58:41
fc1ee81b12ea0873eb9937dc42af9d7a,INT098,2020-03-05T08:33:34
64d5a9f3b34e8ab453c3d3ae8a08276d,INT096,2025-05-29T14:05:01
bc9bf05299f85a7e621cc422807df579,INT096,2023-12-01T17:26:01
71df2c815041546e937f3c4bf652ca09,INT095E,2021-02-12T10:08:01
4c5420d60fc0e67122cd094b6aef5348,INT095E,2023-10-18T14:28:28
b0d3d612f8cce895a171f431c5e8d040,INT095E,2023-03-19T15:27:00
26584fd756f4c23ebe4708926244e29f,INT095E,2026-02-04T10:50:26
4e77d72970bc3654412629e7c264c21f,INT096,2019-01-23T10:58:05
e1b6fbb7fde17b72a9ca60b7627703d3,INT096,2024-01-07T15:08:16
d48a9f89c06aa685be424f0b48825679,INT098,2023-01-27T09:00:19
ab92ccefadf88aafb20a5904df914a91,INT096,2025-05-29T15:03:40
113e5f97c18a11457b4e59e033e3b47c,INT096,2021-11-13T13:47:00
411bea024d92bca989e8db1eaa655e02,INT098,2023-03-17T09:00:41
a8e21ae39c19662812ae7e178611a39e,INT098,2022-09-01T15:25:16
338303640b959a1d54d6850f98938c50,INT095E,2020-12-15T14:51:38
cba068e5429adc5a9909b1f79aa12448,INT096,2020-05-16T16:27:01
0e2d64141b972e2e1202adb17fb65b25,INT095E,2022-02-15T11:40:22
2623c21fc8fb2dc7aa5c5e2c20718024,INT096,2026-01-07T13:31:06
c084acef0639cf45b20ac935b18363e8,INT095E,2019-09-14T12:29:56
29cb066b762afc6844d9ea9c1fcb48a7,INT095E,2024-12-24T11:27:26
71c81d5b1cf16b6ceb232e7bd3537c02,INT095E,2026-01-14T08:48:23
d897500a45ade0a6e97540a3ad9bf068,INT096,2025-12-09T17:01:23
1d362cfdfb6c1dafa6fd502291e33db8,INT096,2021-02-23T13:46:33
83e46e608d5c4da4a5a0f053b826a0e8,INT095E,2023-04-11T12:15:01
b36f68ce3acad1b7794437bd63c16252,INT095E,2025-02-01T17:17:19
679284d994f1e8b0d2515de118f482b8,INT096,2025-07-15T14:09:25
a2626699755c5330904c900b150bc3c5,INT098,2018-10-16T12:02:42
62a0015bfbf173889bf0be819a8ec8f1,INT096,2025-12-31T09:07:26
2169dd5ed407f8c29ca463b87df3bfe4,INT096,2026-01-21T14:16:32
29614b0784f0bdff4c09baeba2304547,INT096,2025-02-04T14:09:50
618d38d246ee674d24a2ebb644526134,INT096,2022-02-07T10:45:20
5e5018cbb344f343b4bda39f08d469dc,INT095E,2019-02-04T09:49:24
915f8e309e0759cc1a132dd0955bc32b,INT098,2021-03-13T08:54:45
b536eaa4829162b15a25de675e6d63bb,INT095E,2019-03-22T09:34:55
c058412e2568d947a79355adc0975cfc,INT098,2018-12-05T14:04:50
95bb44ffc64a9bb24cc92793912dec78,INT098,2026-01-18T13:02:31
13294c4d641adbbd094abe1d8ed7c1f2,INT096,2024-02-18T15:47:35
9d3fc34ad405ed5b79fe72943d41a66b,INT098,2018-07-08T17:37:19
5255d2b40c08b9fe2919e9d1ee30183c,INT098,2020-02-01T17:39:28
bd9bd95dbe93fe789bf774923fa95e19,INT095E,2017-02-20T16:20:07
3727cbaa84b9590bd750ab32ffee6b19,INT096,2018-01-21T16:14:39
513aa938f81a48155dea9cd948a79306,INT096,2021-02-15T11:56:52
91c65af237db4d9865f09635d5fec739,INT098,2023-01-25T16:10:10
61f43faa695d84b586487ec0f7425b44,INT098,2018-03-21T10:07:14
8389dc6c84baf31f06c77d153387c13e,INT095E,2020-03-08T09:13:18
2dca7e36add720d19f568c91844b8536,INT096,2020-04-16T14:43:12
a3ab6e35a1f186edf93adfbb198ed5f2,INT096,2022-04-10T14:20:44
b181d456acf2e32d1e90c23a16a00e89,INT098,2024-05-16T15:36:58
5a039874a90486461094d9f309714e8d,INT096,2024-09-02T16:57:47
59a05c0d3e05829de0af2c92f0a55e60,INT095E,2024-12-06T12:48:19
95ae16d7f8245e601ab2b2598ec919e8,INT098,2020-03-18T08:34:58
d7fbd9681842ca0244defe0fd923e98b,INT095E,2020-05-22T15:30:00
11cf86cb817fc8f751786e4a251ca640,INT096,2023-01-29T08:19:49
dd0c40530230ee7002bcaebafa715d86,INT095E,2026-02-26T12:46:40
11a18856f4aed550d64e72b85ac32851,INT098,2024-05-19T11:37:31
96012b9fc9d170d575de56c1568ba4cb,INT096,2024-06-10T14:03:26
7d3179d1c8b023706e18f3069b381a05,INT098,2019-09-14T11:40:48
72ef4678d6fdf3219e4f695c6cc7e543,INT095E,2022-01-07T11:52:58
37dd61d5ccc1bcd73446249953070056,INT095E,2025-01-10T08:06:10
ebbacd8c01f3f18f0b41c1a6a41bf95b,INT096,2021-01-16T11:01:17
a8f834860956f41c1596ec66e15d9e9a,INT095E,2026-02-07T17:42:48
2a3c0bf722d9ea331a923bd08ec5964e,INT096,2024-04-21T13:57:08
497a5227e5cbd748dd6847ebc2e1ac78,INT096,2022-06-21T17:06:07
e8b62ada560444ceb285b7fc49abfb06,INT096,2022-03-28T12:17:35
38f8c33a800fdcc42634a97de6c834dd,INT095E,2024-01-19T11:23:19
7b0493567edb1054e3b80c351afb93e9,INT095E,2024-10-30T16:55:46
81688c73bb38172499c27fffdea3f1ca,INT095E,2023-01-18T13:59:48
c8ccbb85419f93041955eaf755e7f96a,INT096,2022-08-28T11:06:39
c01cf9ab75e8ea37355a689792f77d14,INT096,2023-09-14T08:26:18
5b11e82e7b68d0fa29c0b316ca7327fd,INT096,2023-11-26T14:59:00
385d1cf95bef474b65316bd51651f687,INT098,2023-01-08T13:45:34
8a485e4000e0db4eefb6e8f54b71040a,INT095E,2022-01-12T11:57:17
b9951b285eb56871e9b7f60a66d2c350,INT096,2023-08-18T14:51:05
df1955ca033718e5de34322a33ee92f2,INT098,2023-09-04T09:46:45
38f430079e835ad4941142eb4a4082c2,INT095E,2019-12-03T14:56:45
8dcb42fedda4ae42cffa39c2a802bfa2,INT096,2025-01-25T09:17:13
710c3a07a7cf3470ef2a762f16be1a0b,INT095E,2024-06-29T14:00:08
9524575bd02f9ddd037ee9b7b7ae348c,INT096,2022-06-07T09:04:29
e134638407b56ea283e57973df7f5a84,INT096,2022-03-28T11:16:53
5b91435ee5fdca18e5d9105dec2bc2a9,INT096,2026-01-09T15:27:56
873a6f81e4804ae2b06654335a35f5ea,INT098,2022-03-11T08:58:14
1964b45fc2154572984b0d416464bde4,INT095E,2025-01-18T09:22:57
7c4ac9a2aaa016ed7ba2b7222300ad54,INT096,2025-09-14T10:42:23
c6c4fc39e97af625232c0a48442016d5,INT096,2020-01-06T14:43:49
3ce53a356be0a83f93dbdc3cad55601d,INT095E,2022-02-28T15:33:13
2a5571d51a06d9a3d5cfc5e9363e34a2,INT098,2018-03-19T14:00:14
1906e01cb2e89149beb5a35637b547e5,INT096,2022-12-09T10:41:31
22bf5a88d529ed1fb85012a88febb7f8,INT095E,2018-03-11T15:43:15
2b40e6b58ec9fdc88035ab8020eb5893,INT096,2019-11-04T10:05:05
1e78dc08a5cbfc6b2717685a6f532a95,INT098,2020-02-07T11:31:08
9e0c6138cbe0a2bbcddc6f24f2f9107d,INT098,2023-03-29T10:32:42
3a549e9fec459b124835c112eea5c4ea,INT096,2023-01-07T09:54:39
df581e1b6e2fb7ae43ca091ad5f4e7a8,INT098,2018-10-10T15:49:35
870e4fe7292a65388425681e78bb4920,INT096,2022-01-27T08:02:10
9098bcd47dfcb7d84f36bd3a3034eb18,INT098,2025-02-01T10:41:50
1648e9c36aac849512ef32a21e8e9cd7,INT096,2024-02-24T10:45:10
08820299eb2f17ce32f1ddaad7f8b5b8,INT095E,2022-09-30T16:50:40
6022ceaaf6bcfe33ea5cb2e570747835,INT098,2021-07-06T15:27:51
64e59335452088ebee06e92d52b21227,INT095E,2022-02-28T14:53:02
c9a5475f506a9b5e87b08d69fceed38b,INT098,2024-07-03T11:16:29
f8776c9e2e9e854981cd077479ed31b4,INT096,2024-12-09T16:39:11
04828ff77ac65a2d6fb7121df8d5dec9,INT096,2026-01-15T08:35:59
f2349e50d5d235a1ead16f7f1898bc14,INT098,2020-01-18T10:55:52
acbc2ee338b909e0af57a9a88017d077,INT098,2018-02-15T15:04:30
e0b921319a2a60c134053c5ca71e5326,INT096,2024-05-17T08:36:58
2b56c0ee20affe5c67d942724985ae02,INT095E,2022-03-07T13:01:57
732edf2f8e44964eecaa2163918dfb89,INT098,2026-02-03T14:02:01
586d0071354e054002e7b65d5bc70e8f,INT096,2018-02-09T10:55:44
b80c14aab75a416466318da8fdea8d68,INT095E,2025-05-01T08:45:59
65835c4c46e16230df6b325901dfa6ce,INT098,2019-03-17T17:37:11
a1d0a596167f1ebdc26cb8a80c0c629a,INT095E,2019-12-20T17:25:19
938a108e13a3d721159cf3a8d6f724c5,INT098,2026-01-27T14:43:21
249d9c77d89b8c91c9675ce6b5cf9f01,INT096,2021-12-10T11:26:44
930f2a8f46397b50f6ede683d74d4ade,INT098,2023-03-31T09:11:04
ff8aaa8d2ca745aea759aa953a5d9778,INT096,2019-03-19T13:34:35
fa9c7fa4cb5be427c088435edd776c9d,INT098,2017-12-25T12:55:41
5329456425a81f792acddb47bf1db111,INT095E,2026-02-05T08:30:09
6447fe1f835397974ffb2c183f8ae82f,INT096,2024-02-27T08:59:14
a8f923f13e80f2b3833c1541f0116543,INT098,2024-01-08T13:19:51
4c07a435e716e5cf268bbdb01508ee93,INT095E,2020-03-07T15:24:10
90667c61a482f46b600920680cdc176a,INT095E,2020-11-28T17:27:56
6ed5ecae3cd5758d96ff58deb35d5077,INT098,2021-09-30T08:53:10
3a6414611e845c838ec160bc26484f0d,INT095E,2019-06-08T16:45:09
bb1c0b15d8a434a664723a1d8ef102ad,INT098,2018-02-13T16:38:38
6dc6a814c5637f5e3b00c612e3a24403,INT098,2023-02-08T10:32:25
7e7f466f7aed05623d815dafe9fa192e,INT098,2020-03-10T09:29:59
37e9837c038f4ce5e3908dfe9bfa73b1,INT095E,2018-07-30T13:41:03
7d260a52c9de93db31cb61fe0cfd8cc3,INT096,2021-05-09T13:25:29
ebc18867422007ce561f7f1eb2eeb382,INT095E,2023-04-14T10:59:54
475056733c96d7eb95c2393870941e4b,INT096,2020-10-13T09:45:29
eb1f8ba077bc21eaa9210c41bbde7d95,INT096,2021-06-24T16:15:50
1d7a1f985956b8017e920ff0fb347840,INT096,2019-03-28T13:03:16
d4d3a3c13b5587f9eee60319fba8a5e1,INT095E,2026-02-23T14:29:32
4543391101f01c6b965368fda96ceb48,INT095E,2020-12-02T08:36:59
9d9e7dc296db77f5d5a09f3379e69b63,INT095E,2020-10-22T13:47:13
32c586ede03ccfd84aeadbcdcebff8b6,INT098,2023-10-20T13:44:44
f48f024d7809ebbbc29b83d28edd0445,INT095E,2020-04-26T09:54:29
45b27503c99b9a6c826927a919ff7a26,INT096,2021-02-19T15:01:16
45e56c2980464c1818b93d50a85e52aa,INT098,2025-12-30T09:44:47
882fc074779c2f654e260fb771c0ed98,INT096,2020-02-11T11:37:37
1a786b2126f5b1d56a370309a3575aba,INT096,2019-05-17T15:57:26
47ee71e3daf11ffac464fe6dd4c62622,INT098,2022-01-04T16:15:18
