Employee_ID|Transaction_WID|Transaction_Effective_Date|Transaction_Entry_Date|Transaction_Type|Position_ID|Effective_Date|Worker_Type|Worker_Sub-Type|Business_Title|Business_Site_ID|Mailstop_Floor|Worker_Status|Active|Active_Status_Date|Hire_Date|Original_Hire_Date|Hire_Reason|Employment_End_Date|Continuous_Service_Date|First_Day_of_Work|Expected_Retirement_Date|Retirement_Eligibility_Date|Retired|Seniority_Date|Severance_Date|Benefits_Service_Date|Company_Service_Date|Time_Off_Service_Date|Vesting_Date|Terminated|Termination_Date|Pay_Through_Date|Primary_Termination_Reason|Primary_Termination_Category|Termination_Involuntary|Secondary_Termination_Reason|Local_Termination_Reason|Not_Eligible_for_Hire|Regrettable_Termination|Hire_Rescinded|Resignation_Date|Last_Day_of_Work|Last_Date_for_Which_Paid|Expected_Date_of_Return|Not_Returning|Return_Unknown|Probation_Start_Date|Probation_End_Date|Academic_Tenure_Date|Has_International_Assignment|Home_Country|Host_Country|International_Assignment_Type|Start_Date_of_International_Assignment|End_Date_of_International_Assignment|Rehire|Eligible_For_Rehire|Action|Action_Code|Action_Reason|Action_Reason_Code|Manager_ID|Soft_Retirement_Indicator|Job_Profile_ID|Sequence_Number|Planned_End_Contract_Date|Job_Entry_Dt|Stock_Grants|Time_Type|Supervisory_Organization|Location|Job_Title|French_Job_Title|Shift_Number|Scheduled_Weekly_Hours|Default_Weekly_Hours|Scheduled_FTE|Work_Model_Start_Date|Work_Model_Type|Worker_Workday_ID
EMP00002|TXN185305878|2026-11-27|2026-12-04 00:00:00|Transfer|POS00536|2026-11-27|Employee|Seasonal|Product Manager|LOC00032|FL2|Active|True|2023-12-10|2023-12-10|2023-12-10|Transfer||2023-12-10|2023-12-10|||False|2023-12-10||2023-12-10|2023-12-10|2023-12-10|2024-12-09|False|||||False|||False|False|False|||||False|false|2023-12-10|2024-03-09||True|US|CA||||False|N|Transfer|ACT567|Business Need|ARC141|EMP00127|False|JP00146|5||2026-11-27||Seasonal|CC00071|LOC00032|Product Manager|Titre Français: Product Manager|1|40|40|1|2026-11-27|Office|WID0000204
EMP00003|TXN661092057|2017-09-23|2017-09-27 00:00:00|Hire|POS00213|2017-09-23|Employee|Contract|Sales Executive|LOC00030||Active|True|2017-09-23|2017-09-23|2017-09-23|New Hire||2017-09-23|2017-09-23|||False|2017-09-23||2017-09-23|2017-09-23|2017-09-23|2018-09-23|False|||||False|||False|False|False|||||False|false|2017-09-23|2017-12-22||True|US|MX||||False|N|Hire|ACT174|Business Need|ARC589|EMP00126|False|JP00016|1||2017-09-23||Regular|CC00057|LOC00030|Sales Executive|Titre Français: Sales Executive|1|37.5|40|1|2017-09-23|Remote|WID0000300
EMP00003|TXN711312655|2017-12-31|2018-01-01 00:00:00|Lateralove|POS00454|2017-12-31|Employee|Temporary|Marketing Manager|LOC00100||Active|True|2017-09-23|2017-09-23|2017-09-23|Transfer||2017-09-23|2017-09-23|||False|2017-09-23||2017-09-23|2017-09-23|2017-09-23|2018-09-23|False|||||False|||False|False|False|||||False|false|2017-09-23|2017-12-22||False|US|US||||False|N|Lateralove|ACT516|Organizational Change|ARC377|EMP00331|False|JP00185|2||2017-12-31||Contract|CC00081|LOC00100|Marketing Manager|Titre Français: Marketing Manager|1|40|40|1|2017-12-31|Remote|WID0000301
EMP00003|TXN671434688|2018-09-02|2018-09-06 00:00:00|Demotion|POS00575|2018-09-02|Employee|Contract|Data Analyst|LOC00065||Active|True|2017-09-23|2017-09-23|2017-09-23|Transfer||2017-09-23|2017-09-23|||False|2017-09-23||2017-09-23|2017-09-23|2017-09-23|2018-09-23|False|||||False|||False|False|False|||||False|false|2017-09-23|2017-12-22||True|US|UK||||False|N|Demotion|ACT621|Employee Request|ARC607|EMP00160|False|JP00174|3||2018-09-02||Temporary|CC00023|LOC00065|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2018-09-02|Hybrid|WID0000302
EMP00004|TXN983214584|2022-06-26|2022-06-28 00:00:00|Hire|POS00112|2022-06-26|Employee|Temporary|System Administrator|LOC00098||Active|True|2022-06-26|2022-06-26|2022-06-26|New Hire||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||False|US|MX||||False|N|Hire|ACT583|Business Need|ARC801|EMP00120|False|JP00050|1||2022-06-26||Seasonal|CC00079|LOC00098|System Administrator|Titre Français: System Administrator|1|40|40|1|2022-06-26|Office|WID0000400
EMP00004|TXN943758275|2023-03-18|2023-03-20 00:00:00|Promotion|POS00529|2023-03-18|Employee|Contract|Project Manager|LOC00061|FL3|Active|True|2022-06-26|2022-06-26|2022-06-26|Transfer||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||True|US|MX||||False|N|Promotion|ACT976|Employee Request|ARC479|EMP00336|False|JP00084|2||2023-03-18||Temporary|CC00040|LOC00061|Project Manager|Titre Français: Project Manager|1|40|40|1|2023-03-18|Hybrid|WID0000401
EMP00004|TXN704824173|2023-10-31|2023-10-31 00:00:00|Lateralove|POS00414|2023-10-31|Employee|Contract|Accountant|LOC00008||Active|True|2022-06-26|2022-06-26|2022-06-26|Transfer||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||True|US|UK||||False|N|Lateralove|ACT119|Organizational Change|ARC307|EMP00497|False|JP00196|3||2023-10-31||Temporary|CC00085|LOC00008|Accountant|Titre Français: Accountant|1|40|40|1|2023-10-31|Hybrid|WID0000402
EMP00004|TXN510605678|2023-08-23|2023-08-26 00:00:00|Promotion|POS00516|2023-08-23|Employee|Seasonal|Network Engineer|LOC00057||Active|True|2022-06-26|2022-06-26|2022-06-26|Transfer||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||True|US|CA||||False|N|Promotion|ACT591|Organizational Change|ARC707|EMP00440|False|JP00159|4||2023-08-23||Contract|CC00006|LOC00057|Network Engineer|Titre Français: Network Engineer|1|40|40|1|2023-08-23|Remote|WID0000403
EMP00004|TXN400800837|2024-06-06|2024-06-06 00:00:00|Lateralove|POS00058|2024-06-06|Employee|Seasonal|Data Analyst|LOC00082||Active|True|2022-06-26|2022-06-26|2022-06-26|Transfer||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||False|US|MX||||False|N|Lateralove|ACT237|Organizational Change|ARC175|EMP00177|False|JP00026|5||2024-06-06||Seasonal|CC00100|LOC00082|Data Analyst|Titre Français: Data Analyst|1|40|40|1|2024-06-06|Remote|WID0000404
EMP00004|TXN314742250|2024-04-21|2024-04-28 00:00:00|Transfer|POS00336|2024-04-21|Employee|Seasonal|Security Analyst|LOC00074||Active|True|2022-06-26|2022-06-26|2022-06-26|Transfer||2022-06-26|2022-06-26|||False|2022-06-26||2022-06-26|2022-06-26|2022-06-26|2023-06-26|False|||||False|||False|False|False|||||False|false|2022-06-26|2022-09-24||False|US|FR||||False|N|Transfer|ACT890|Business Need|ARC991|EMP00281|False|JP00063|6||2024-04-21||Seasonal|CC00047|LOC00074|Security Analyst|Titre Français: Security Analyst|2|40|40|1|2024-04-21|Hybrid|WID0000405
EMP00005|TXN488913367|2022-04-17|2022-04-22 00:00:00|Hire|POS00266|2022-04-17|Employee|Regular|Operations Manager|LOC00033||Terminated|False|2025-11-24|2022-04-17|2022-04-17|New Hire|2025-11-24|2022-04-17|2022-04-17|||False|2022-04-17||2022-04-17|2022-04-17|2022-04-17|2023-04-17|True|2025-11-24|2025-11-24|Termination for Cause|Other|False|||False|False|False||2025-11-24|2025-11-24||True|false|2022-04-17|2022-07-16||True|US|DE||||False|N|Hire|ACT132|Organizational Change|ARC994|EMP00311|False|JP00051|1||2022-04-17||Seasonal|CC00069|LOC00033|Operations Manager|Titre Français: Operations Manager|1|40|40|1|2022-04-17|Remote|WID0000500
EMP00005|TXN198938348|2025-04-08|2025-04-10 00:00:00|Transfer|POS00090|2025-04-08|Employee|Contract|Business Analyst|LOC00074||Terminated|False|2025-11-24|2022-04-17|2022-04-17|Transfer|2025-11-24|2022-04-17|2022-04-17|||False|2022-04-17||2022-04-17|2022-04-17|2022-04-17|2023-04-17|True|2025-11-24|2025-11-24|Retirement|Voluntary|True|||False|False|False||2025-11-24|2025-11-24||True|false|2022-04-17|2022-07-16||False|US|FR||||False|N|Transfer|ACT286|Organizational Change|ARC689|EMP00474|False|JP00132|2||2025-04-08||Seasonal|CC00059|LOC00074|Business Analyst|Titre Français: Business Analyst|1|40|40|1|2025-04-08|Hybrid|WID0000501
EMP00005|TXN531070910|2024-02-24|2024-02-24 00:00:00|Demotion|POS00400|2024-02-24|Employee|Temporary|Product Manager|LOC00003||Terminated|False|2025-11-24|2022-04-17|2022-04-17|Transfer|2025-11-24|2022-04-17|2022-04-17|||False|2022-04-17||2022-04-17|2022-04-17|2022-04-17|2023-04-17|True|2025-11-24|2025-11-24|Retirement|Retirement|True|||False|False|False|2025-11-24|2025-11-24|2025-11-24||True|false|2022-04-17|2022-07-16||False|US|FR||||False|Y|Demotion|ACT688|Employee Request|ARC832|EMP00006|False|JP00160|3||2024-02-24||Temporary|CC00025|LOC00003|Product Manager|Titre Français: Product Manager|1|40|40|1|2024-02-24|Office|WID0000502
EMP00005|TXN142361888|2024-09-21|2024-09-26 00:00:00|Promotion|POS00336|2024-09-21|Employee|Temporary|System Administrator|LOC00041||Terminated|False|2025-11-24|2022-04-17|2022-04-17|Transfer|2025-11-24|2022-04-17|2022-04-17|||False|2022-04-17||2022-04-17|2022-04-17|2022-04-17|2023-04-17|True|2025-11-24|2025-11-24|Retirement|Retirement|False|||False|True|False||2025-11-24|2025-11-24||True|false|2022-04-17|2022-07-16||True|US|AU||||False|N|Promotion|ACT550|Business Need|ARC954|EMP00477|False|JP00018|4||2024-09-21||Contract|CC00004|LOC00041|System Administrator|Titre Français: System Administrator|1|40|40|1|2024-09-21|Hybrid|WID0000503
EMP00005|TXN570886100|2023-08-28|2023-08-31 00:00:00|Promotion|POS00390|2023-08-28|Employee|Regular|System Administrator|LOC00076||Terminated|False|2025-11-24|2022-04-17|2022-04-17|Transfer|2025-11-24|2022-04-17|2022-04-17|||False|2022-04-17||2022-04-17|2022-04-17|2022-04-17|2023-04-17|True|2025-11-24|2025-11-24|Retirement|Voluntary|False|||False|False|False|2025-11-24|2025-11-24|2025-11-24||True|false|2022-04-17|2022-07-16||False|US|FR|Expatriate|||False|N|Promotion|ACT192|Organizational Change|ARC468|EMP00419|False|JP00198|5||2023-08-28||Contract|CC00033|LOC00076|System Administrator|Titre Français: System Administrator|1|40|40|0.69|2023-08-28|Hybrid|WID0000504
EMP00006|TXN480835931|2021-03-21|2021-03-26 00:00:00|Hire|POS00067|2021-03-21|Employee|Seasonal|Product Manager|LOC00056||Active|True|2021-03-21|2021-03-21|2021-03-21|New Hire||2021-03-21|2021-03-21|||False|2021-03-21||2021-03-21|2021-03-21|2021-03-21|2022-03-21|False|||||False|||False|False|False|||||False|false|2021-03-21|2021-06-19||True|US|FR||||False|N|Hire|ACT499|Employee Request|ARC116|EMP00486|False|JP00080|1||2021-03-21||Seasonal|CC00094|LOC00056|Product Manager|Titre Français: Product Manager|1|40|40|0.62|2021-03-21|Remote|WID0000600
EMP00006|TXN656866156|2021-11-25|2021-12-02 00:00:00|Promotion|POS00040|2021-11-25|Employee|Temporary|Accountant|LOC00008|FL3|Active|True|2021-03-21|2021-03-21|2021-03-21|Transfer||2021-03-21|2021-03-21|||False|2021-03-21||2021-03-21|2021-03-21|2021-03-21|2022-03-21|False|||||False|||False|False|False|||||False|false|2021-03-21|2021-06-19||False|US|DE||||False|N|Promotion|ACT261|Employee Request|ARC276|EMP00307|False|JP00196|2||2021-11-25||Temporary|CC00067|LOC00008|Accountant|Titre Français: Accountant|3|40|40|1|2021-11-25|Hybrid|WID0000601
EMP00007|TXN944558917|2016-02-19|2016-02-21 00:00:00|Hire|POS00510|2016-02-19|Employee|Contract|Finance Manager|LOC00027||Active|True|2016-02-19|2016-02-19|2016-02-19|New Hire||2016-02-19|2016-02-19|||False|2016-02-19||2016-02-19|2016-02-19|2016-02-19|2017-02-18|False|||||False|||False|False|False|||||False|false|2016-02-19|2016-05-19||False|US|DE||||False|N|Hire|ACT902|Business Need|ARC439|EMP00158|False|JP00008|1||2016-02-19||Regular|CC00061|LOC00027|Finance Manager|Titre Français: Finance Manager|1|40|40|1|2016-02-19|Office|WID0000700
EMP00007|TXN918730606|2018-01-21|2018-01-23 00:00:00|Promotion|POS00016|2018-01-21|Employee|Temporary|Data Analyst|LOC00045||Active|True|2016-02-19|2016-02-19|2016-02-19|Transfer||2016-02-19|2016-02-19|||False|2016-02-19||2016-02-19|2016-02-19|2016-02-19|2017-02-18|False|||||False|||False|False|False|||||False|false|2016-02-19|2016-05-19||True|US|US|Expatriate|||False|N|Promotion|ACT525|Organizational Change|ARC550|EMP00461|False|JP00026|2||2018-01-21||Temporary|CC00078|LOC00045|Data Analyst|Titre Français: Data Analyst|1|35|40|1|2018-01-21|Hybrid|WID0000701
EMP00008|TXN492541462|2022-01-25|2022-01-26 00:00:00|Hire|POS00505|2022-01-25|Employee|Temporary|Business Analyst|LOC00096||Terminated|False|2025-04-12|2022-01-25|2022-01-25|New Hire|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|Contract End|Involuntary|True|||False|False|False|2025-04-12|2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||True|US|FR||||False|Y|Hire|ACT207|Business Need|ARC331|EMP00427|False|JP00123|1||2022-01-25||Seasonal|CC00024|LOC00096|Business Analyst|Titre Français: Business Analyst|1|40|40|1|2022-01-25|Hybrid|WID0000800
EMP00008|TXN658256551|2023-10-06|2023-10-08 00:00:00|Demotion|POS00433|2023-10-06|Employee|Temporary|Project Manager|LOC00048||Terminated|False|2025-04-12|2022-01-25|2022-01-25|Transfer|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|Voluntary Resignation|Other|True|||False|True|False|2025-04-12|2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||True|US|CA||||False|Y|Demotion|ACT343|Business Need|ARC506|EMP00340|False|JP00084|2||2023-10-06||Seasonal|CC00002|LOC00048|Project Manager|Titre Français: Project Manager|1|40|40|1|2023-10-06|Remote|WID0000801
EMP00008|TXN719765375|2023-06-14|2023-06-17 00:00:00|Lateralove|POS00270|2023-06-14|Employee|Regular|System Administrator|LOC00070|FL5|Terminated|False|2025-04-12|2022-01-25|2022-01-25|Transfer|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|RIF|Retirement|True|||False|False|False||2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||False|US|AU||||False|N|Lateralove|ACT784|Employee Request|ARC881|EMP00227|False|JP00117|3||2023-06-14||Seasonal|CC00009|LOC00070|System Administrator|Titre Français: System Administrator|1|40|40|0.77|2023-06-14|Office|WID0000802
EMP00008|TXN591165414|2024-08-21|2024-08-22 00:00:00|Transfer|POS00303|2024-08-21|Employee|Seasonal|Finance Manager|LOC00017||Terminated|False|2025-04-12|2022-01-25|2022-01-25|Transfer|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|Termination for Cause|Voluntary|True|||False|True|False||2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||True|US|CA||||False|N|Transfer|ACT117|Business Need|ARC851|EMP00449|False|JP00141|4||2024-08-21||Seasonal|CC00068|LOC00017|Finance Manager|Titre Français: Finance Manager|1|37.5|40|1|2024-08-21|Remote|WID0000803
EMP00008|TXN347415399|2024-04-04|2024-04-09 00:00:00|Promotion|POS00103|2024-04-04|Employee|Temporary|Network Engineer|LOC00088|FL2|Terminated|False|2025-04-12|2022-01-25|2022-01-25|Transfer|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|Contract End|Other|True|||False|False|False|2025-04-12|2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||False|US|MX||||False|N|Promotion|ACT531|Employee Request|ARC579|EMP00086|False|JP00041|5||2024-04-04||Seasonal|CC00018|LOC00088|Network Engineer|Titre Français: Network Engineer|1|40|40|0.85|2024-04-04|Remote|WID0000804
EMP00008|TXN887547201|2024-01-12|2024-01-12 00:00:00|Transfer|POS00421|2024-01-12|Employee|Contract|Project Manager|LOC00018|FL2|Terminated|False|2025-04-12|2022-01-25|2022-01-25|Transfer|2025-04-12|2022-01-25|2022-01-25|||False|2022-01-25||2022-01-25|2022-01-25|2022-01-25|2023-01-25|True|2025-04-12|2025-04-12|Termination for Cause|Involuntary|True|||False|False|False||2025-04-12|2025-04-12||True|false|2022-01-25|2022-04-25||False|US|US||||False|Y|Transfer|ACT243|Employee Request|ARC226|EMP00075|False|JP00194|6||2024-01-12||Temporary|CC00027|LOC00018|Project Manager|Titre Français: Project Manager|1|40|40|1|2024-01-12|Office|WID0000805
EMP00009|TXN434106140|2016-03-23|2016-03-24 00:00:00|Hire|POS00483|2016-03-23|Employee|Contract|System Administrator|LOC00030||Active|True|2016-03-23|2016-03-23|2016-03-23|New Hire||2016-03-23|2016-03-23|||False|2016-03-23||2016-03-23|2016-03-23|2016-03-23|2017-03-23|False|||||False|||False|False|False|||||False|false|2016-03-23|2016-06-21||True|US|DE||||False|N|Hire|ACT565|Business Need|ARC172|EMP00340|False|JP00198|1||2016-03-23||Seasonal|CC00035|LOC00030|System Administrator|Titre Français: System Administrator|1|40|40|1|2016-03-23|Office|WID0000900
EMP00009|TXN557317997|2018-02-10|2018-02-17 00:00:00|Promotion|POS00299|2018-02-10|Employee|Regular|Finance Manager|LOC00029||Active|True|2016-03-23|2016-03-23|2016-03-23|Transfer||2016-03-23|2016-03-23|||False|2016-03-23||2016-03-23|2016-03-23|2016-03-23|2017-03-23|False|||||False|||False|False|False|||||False|false|2016-03-23|2016-06-21||False|US|CA|Expatriate|||False|N|Promotion|ACT956|Organizational Change|ARC542|EMP00269|False|JP00195|2||2018-02-10||Contract|CC00008|LOC00029|Finance Manager|Titre Français: Finance Manager|1|40|40|1|2018-02-10|Remote|WID0000901
EMP00009|TXN370229471|2018-04-07|2018-04-13 00:00:00|Demotion|POS00258|2018-04-07|Employee|Regular|HR Manager|LOC00046||Active|True|2016-03-23|2016-03-23|2016-03-23|Transfer||2016-03-23|2016-03-23|||False|2016-03-23||2016-03-23|2016-03-23|2016-03-23|2017-03-23|False|||||False|||False|False|False|||||False|false|2016-03-23|2016-06-21||False|US|CA||||False|N|Demotion|ACT326|Organizational Change|ARC544|EMP00044|False|JP00171|3||2018-04-07||Seasonal|CC00014|LOC00046|HR Manager|Titre Français: HR Manager|3|40|40|1|2018-04-07|Remote|WID0000902
EMP00009|TXN657236343|2018-11-29|2018-11-29 00:00:00|Lateralove|POS00111|2018-11-29|Employee|Regular|Software Engineer|LOC00076||Active|True|2016-03-23|2016-03-23|2016-03-23|Transfer||2016-03-23|2016-03-23|||False|2016-03-23||2016-03-23|2016-03-23|2016-03-23|2017-03-23|False|||||False|||False|False|False|||||False|false|2016-03-23|2016-06-21||True|US|AU||||False|N|Lateralove|ACT694|Organizational Change|ARC826|EMP00431|False|JP00155|4||2018-11-29||Contract|CC00051|LOC00076|Software Engineer|Titre Français: Software Engineer|1|37.5|40|1|2018-11-29|Hybrid|WID0000903
