Position_ID|Supervisory_Organization|Effective_Date|Reason|Worker_Type|Worker_Sub_Type|Job_Profile|Job_Title|Business_Title|Time_Type|Location
POS00066|CC00098|2026-02-05|Reclass|Intern|Temporary|JP00093|HR Manager|HR Manager|Contract|LOC00099
POS00067|CC00085|2026-02-05|Replacement|Contractor|Regular|JP00161|Data Analyst|Data Analyst|Temporary|LOC00015
POS00068|CC00088|2026-02-05|Reorganization|Contractor|Temporary|JP00039|Security Analyst|Security Analyst|Temporary|LOC00086
POS00069|CC00007|2026-02-05|Expansion|Contractor|Temporary|JP00012|System Administrator|System Administrator|Contract|LOC00033
POS00070|CC00079|2026-02-05|Reorganization|Employee|Regular|JP00086|Operations Manager|Operations Manager|Regular|LOC00069
POS00071|CC00021|2026-02-05|New Position|Contractor|Regular|JP00046|Business Analyst|Business Analyst|Regular|LOC00031
POS00072|CC00057|2026-02-05|Reclass|Intern|Seasonal|JP00185|Marketing Manager|Marketing Manager|Contract|LOC00026
POS00073|CC00087|2026-02-05|Expansion|Employee|Regular|JP00192|Data Analyst|Data Analyst|Seasonal|LOC00030
POS00074|CC00031|2026-02-05|Reorganization|Employee|Contract|JP00026|Data Analyst|Data Analyst|Temporary|LOC00010
POS00075|CC00075|2026-02-05|Reorganization|Employee|Contract|JP00121|Business Analyst|Business Analyst|Temporary|LOC00028
POS00076|CC00059|2026-02-05|Replacement|Contractor|Seasonal|JP00157|Security Analyst|Security Analyst|Temporary|LOC00059
POS00077|CC00025|2026-02-05|Expansion|Contractor|Temporary|JP00185|Marketing Manager|Marketing Manager|Seasonal|LOC00017
POS00078|CC00089|2026-02-05|Reclass|Employee|Seasonal|JP00009|Project Manager|Project Manager|Temporary|LOC00015
POS00079|CC00059|2026-02-05|Reorganization|Employee|Seasonal|JP00120|Network Engineer|Network Engineer|Temporary|LOC00038
POS00080|CC00021|2026-02-05|Reclass|Employee|Temporary|JP00155|Software Engineer|Software Engineer|Regular|LOC00053
POS00081|CC00063|2026-02-05|Replacement|Intern|Contract|JP00134|Operations Manager|Operations Manager|Contract|LOC00036
POS00082|CC00094|2026-02-05|Reorganization|Intern|Temporary|JP00004|Sales Executive|Sales Executive|Temporary|LOC00042
POS00083|CC00075|2026-02-05|Replacement|Intern|Temporary|JP00112|Marketing Manager|Marketing Manager|Regular|LOC00054
POS00084|CC00006|2026-02-05|Reorganization|Intern|Regular|JP00012|System Administrator|System Administrator|Contract|LOC00068
POS00085|CC00062|2026-02-05|New Position|Contractor|Contract|JP00101|Network Engineer|Network Engineer|Temporary|LOC00011
POS00086|CC00097|2026-02-05|New Position|Intern|Contract|JP00143|Operations Manager|Operations Manager|Temporary|LOC00017
POS00087|CC00038|2026-02-05|Replacement|Intern|Regular|JP00092|Accountant|Accountant|Regular|LOC00062
POS00088|CC00040|2026-02-05|Replacement|Intern|Contract|JP00172|Quality Assurance|Quality Assurance|Regular|LOC00059
POS00089|CC00099|2026-02-05|Replacement|Intern|Contract|JP00119|Sales Executive|Sales Executive|Temporary|LOC00048
POS00090|CC00060|2026-02-05|New Position|Intern|Regular|JP00161|Data Analyst|Data Analyst|Contract|LOC00089
POS00091|CC00068|2026-02-05|New Position|Contractor|Contract|JP00086|Operations Manager|Operations Manager|Seasonal|LOC00090
POS00092|CC00070|2026-02-05|Reclass|Employee|Regular|JP00157|Security Analyst|Security Analyst|Seasonal|LOC00095
POS00093|CC00066|2026-02-05|Expansion|Employee|Regular|JP00015|Marketing Manager|Marketing Manager|Contract|LOC00047
POS00094|CC00080|2026-02-05|New Position|Contractor|Seasonal|JP00120|Network Engineer|Network Engineer|Temporary|LOC00083
POS00095|CC00091|2026-02-05|New Position|Intern|Temporary|JP00144|Security Analyst|Security Analyst|Temporary|LOC00043
POS00096|CC00070|2026-02-05|New Position|Intern|Contract|JP00062|Data Analyst|Data Analyst|Temporary|LOC00097
POS00097|CC00098|2026-02-05|Replacement|Contractor|Seasonal|JP00191|Business Analyst|Business Analyst|Seasonal|LOC00065
POS00098|CC00055|2026-02-05|Expansion|Employee|Regular|JP00175|Product Manager|Product Manager|Seasonal|LOC00045
POS00099|CC00063|2026-02-05|Reclass|Intern|Regular|JP00116|Operations Manager|Operations Manager|Contract|LOC00091
POS00100|CC00087|2026-02-05|Reclass|Contractor|Contract|JP00137|Network Engineer|Network Engineer|Seasonal|LOC00087
POS00101|CC00009|2026-02-05|Replacement|Contractor|Regular|JP00178|Operations Manager|Operations Manager|Regular|LOC00051
POS00102|CC00037|2026-02-05|New Position|Employee|Temporary|JP00046|Business Analyst|Business Analyst|Seasonal|LOC00015
POS00103|CC00019|2026-02-05|Reorganization|Employee|Temporary|JP00179|Operations Manager|Operations Manager|Regular|LOC00038
POS00104|CC00088|2026-02-05|Reclass|Employee|Contract|JP00107|Project Manager|Project Manager|Seasonal|LOC00054
POS00105|CC00095|2026-02-05|New Position|Contractor|Temporary|JP00114|Finance Manager|Finance Manager|Regular|LOC00003
POS00106|CC00067|2026-02-05|Expansion|Contractor|Seasonal|JP00060|Business Analyst|Business Analyst|Seasonal|LOC00063
POS00107|CC00086|2026-02-05|Reclass|Intern|Contract|JP00152|Project Manager|Project Manager|Contract|LOC00039
POS00108|CC00017|2026-02-05|Expansion|Employee|Seasonal|JP00146|Product Manager|Product Manager|Temporary|LOC00062
POS00109|CC00037|2026-02-05|New Position|Employee|Seasonal|JP00096|HR Manager|HR Manager|Seasonal|LOC00059
POS00110|CC00080|2026-02-05|Replacement|Intern|Seasonal|JP00043|Sales Executive|Sales Executive|Temporary|LOC00023
POS00111|CC00089|2026-02-05|Replacement|Employee|Temporary|JP00182|Product Manager|Product Manager|Regular|LOC00006
POS00112|CC00074|2026-02-05|Replacement|Contractor|Seasonal|JP00082|Security Analyst|Security Analyst|Seasonal|LOC00024
POS00113|CC00072|2026-02-05|New Position|Intern|Seasonal|JP00053|HR Manager|HR Manager|Seasonal|LOC00019
POS00114|CC00058|2026-02-05|Reclass|Employee|Seasonal|JP00096|HR Manager|HR Manager|Regular|LOC00004
POS00115|CC00064|2026-02-05|Replacement|Contractor|Seasonal|JP00104|Operations Manager|Operations Manager|Temporary|LOC00001
POS00116|CC00070|2026-02-05|Reclass|Contractor|Seasonal|JP00190|Marketing Manager|Marketing Manager|Contract|LOC00038
POS00117|CC00074|2026-02-05|Replacement|Intern|Contract|JP00194|Project Manager|Project Manager|Seasonal|LOC00089
POS00118|CC00094|2026-02-05|Reorganization|Employee|Temporary|JP00029|Accountant|Accountant|Regular|LOC00040
POS00119|CC00052|2026-02-05|Reclass|Employee|Contract|JP00007|Network Engineer|Network Engineer|Seasonal|LOC00012
POS00120|CC00008|2026-02-05|Reclass|Intern|Temporary|JP00084|Project Manager|Project Manager|Temporary|LOC00099
POS00121|CC00026|2026-02-05|New Position|Employee|Contract|JP00072|Business Analyst|Business Analyst|Regular|LOC00066
POS00122|CC00025|2026-02-05|Reorganization|Contractor|Regular|JP00101|Network Engineer|Network Engineer|Seasonal|LOC00051
POS00123|CC00092|2026-02-05|Reorganization|Contractor|Contract|JP00038|Marketing Manager|Marketing Manager|Seasonal|LOC00002
POS00124|CC00045|2026-02-05|Expansion|Contractor|Contract|JP00073|Network Engineer|Network Engineer|Regular|LOC00028
POS00125|CC00057|2026-02-05|Reorganization|Contractor|Seasonal|JP00187|HR Manager|HR Manager|Temporary|LOC00094
POS00126|CC00094|2026-02-05|Reorganization|Employee|Regular|JP00109|Data Analyst|Data Analyst|Temporary|LOC00027
POS00127|CC00061|2026-02-05|Reclass|Contractor|Regular|JP00078|Project Manager|Project Manager|Contract|LOC00012
POS00128|CC00053|2026-02-05|Expansion|Contractor|Temporary|JP00002|Product Manager|Product Manager|Contract|LOC00091
POS00129|CC00097|2026-02-05|Replacement|Employee|Temporary|JP00146|Product Manager|Product Manager|Contract|LOC00038
POS00130|CC00063|2026-02-05|New Position|Contractor|Seasonal|JP00142|Sales Executive|Sales Executive|Contract|LOC00072
POS00131|CC00060|2026-02-05|Replacement|Employee|Regular|JP00190|Marketing Manager|Marketing Manager|Temporary|LOC00034
POS00132|CC00082|2026-02-05|Reorganization|Employee|Seasonal|JP00077|Software Engineer|Software Engineer|Contract|LOC00023
POS00133|CC00089|2026-02-05|Replacement|Employee|Regular|JP00126|Operations Manager|Operations Manager|Seasonal|LOC00064
POS00134|CC00077|2026-02-05|Expansion|Intern|Contract|JP00018|System Administrator|System Administrator|Contract|LOC00034
POS00135|CC00088|2026-02-05|Reorganization|Intern|Regular|JP00161|Data Analyst|Data Analyst|Seasonal|LOC00066
POS00136|CC00074|2026-02-05|New Position|Contractor|Temporary|JP00188|Software Engineer|Software Engineer|Regular|LOC00019
POS00137|CC00060|2026-02-05|Replacement|Contractor|Temporary|JP00082|Security Analyst|Security Analyst|Regular|LOC00035
POS00138|CC00054|2026-02-05|Expansion|Employee|Seasonal|JP00093|HR Manager|HR Manager|Seasonal|LOC00068
POS00139|CC00010|2026-02-05|Reclass|Employee|Temporary|JP00164|Operations Manager|Operations Manager|Regular|LOC00077
POS00140|CC00022|2026-02-05|Reclass|Contractor|Seasonal|JP00193|Security Analyst|Security Analyst|Seasonal|LOC00035
POS00141|CC00090|2026-02-05|Expansion|Employee|Seasonal|JP00176|Data Analyst|Data Analyst|Temporary|LOC00002
POS00142|CC00067|2026-02-05|Expansion|Contractor|Contract|JP00036|Product Manager|Product Manager|Contract|LOC00044
POS00143|CC00014|2026-02-05|Replacement|Employee|Temporary|JP00042|Accountant|Accountant|Temporary|LOC00072
POS00144|CC00089|2026-02-05|Reclass|Intern|Regular|JP00158|System Administrator|System Administrator|Contract|LOC00059
POS00145|CC00015|2026-02-05|Replacement|Employee|Contract|JP00020|Product Manager|Product Manager|Seasonal|LOC00040
POS00146|CC00047|2026-02-05|Replacement|Contractor|Seasonal|JP00177|Product Manager|Product Manager|Temporary|LOC00091
POS00147|CC00004|2026-02-05|New Position|Employee|Temporary|JP00078|Project Manager|Project Manager|Temporary|LOC00089
POS00148|CC00040|2026-02-05|Replacement|Employee|Temporary|JP00059|Project Manager|Project Manager|Regular|LOC00055
POS00149|CC00098|2026-02-05|New Position|Employee|Regular|JP00177|Product Manager|Product Manager|Contract|LOC00097
POS00150|CC00006|2026-02-05|Replacement|Employee|Regular|JP00111|Software Engineer|Software Engineer|Regular|LOC00061
POS00151|CC00033|2026-02-05|New Position|Employee|Seasonal|JP00031|Network Engineer|Network Engineer|Regular|LOC00097
POS00152|CC00016|2026-02-05|Reclass|Employee|Temporary|JP00025|Security Analyst|Security Analyst|Temporary|LOC00086
POS00153|CC00004|2026-02-05|New Position|Employee|Seasonal|JP00090|System Administrator|System Administrator|Seasonal|LOC00046
POS00154|CC00065|2026-02-05|Reclass|Employee|Regular|JP00042|Accountant|Accountant|Regular|LOC00075
POS00155|CC00002|2026-02-05|Reclass|Employee|Temporary|JP00196|Accountant|Accountant|Seasonal|LOC00022
POS00156|CC00069|2026-02-05|New Position|Intern|Regular|JP00194|Project Manager|Project Manager|Temporary|LOC00065
POS00157|CC00061|2026-02-05|Expansion|Intern|Temporary|JP00182|Product Manager|Product Manager|Contract|LOC00087
POS00158|CC00024|2026-02-05|Expansion|Contractor|Contract|JP00028|Quality Assurance|Quality Assurance|Temporary|LOC00066
POS00159|CC00053|2026-02-05|New Position|Contractor|Regular|JP00059|Project Manager|Project Manager|Contract|LOC00015
POS00160|CC00018|2026-02-05|Reorganization|Contractor|Seasonal|JP00134|Operations Manager|Operations Manager|Regular|LOC00011
POS00161|CC00064|2026-02-05|New Position|Contractor|Seasonal|JP00084|Project Manager|Project Manager|Contract|LOC00077
POS00162|CC00040|2026-02-05|Reorganization|Employee|Contract|JP00189|Sales Executive|Sales Executive|Seasonal|LOC00055
POS00163|CC00009|2026-02-05|Reorganization|Intern|Seasonal|JP00049|Marketing Manager|Marketing Manager|Temporary|LOC00002
POS00164|CC00063|2026-02-05|New Position|Contractor|Contract|JP00173|Finance Manager|Finance Manager|Regular|LOC00016
POS00165|CC00051|2026-02-05|Reorganization|Intern|Regular|JP00037|Operations Manager|Operations Manager|Temporary|LOC00009
POS00166|CC00026|2026-02-05|Expansion|Employee|Contract|JP00094|Network Engineer|Network Engineer|Regular|LOC00030
POS00167|CC00093|2026-02-05|Reorganization|Contractor|Seasonal|JP00109|Data Analyst|Data Analyst|Contract|LOC00046
POS00168|CC00086|2026-02-05|Reclass|Contractor|Contract|JP00122|Sales Executive|Sales Executive|Seasonal|LOC00019
POS00169|CC00059|2026-02-05|New Position|Employee|Seasonal|JP00197|Project Manager|Project Manager|Contract|LOC00064
POS00170|CC00081|2026-02-05|Replacement|Employee|Regular|JP00060|Business Analyst|Business Analyst|Regular|LOC00009
POS00171|CC00087|2026-02-05|New Position|Employee|Contract|JP00128|Accountant|Accountant|Seasonal|LOC00020
POS00172|CC00080|2026-02-05|Reclass|Employee|Regular|JP00078|Project Manager|Project Manager|Contract|LOC00060
POS00173|CC00038|2026-02-05|Reorganization|Contractor|Seasonal|JP00052|Network Engineer|Network Engineer|Seasonal|LOC00070
POS00174|CC00003|2026-02-05|New Position|Contractor|Regular|JP00140|Finance Manager|Finance Manager|Contract|LOC00058
POS00175|CC00049|2026-02-05|Reorganization|Contractor|Regular|JP00081|Software Engineer|Software Engineer|Regular|LOC00023
POS00176|CC00085|2026-02-05|Expansion|Intern|Temporary|JP00143|Operations Manager|Operations Manager|Contract|LOC00056
POS00177|CC00040|2026-02-05|Reorganization|Contractor|Regular|JP00035|Accountant|Accountant|Contract|LOC00085
POS00178|CC00088|2026-02-05|Reclass|Intern|Contract|JP00142|Sales Executive|Sales Executive|Contract|LOC00072
POS00179|CC00065|2026-02-05|New Position|Contractor|Seasonal|JP00041|Network Engineer|Network Engineer|Contract|LOC00076
POS00180|CC00079|2026-02-05|Expansion|Contractor|Seasonal|JP00097|Project Manager|Project Manager|Regular|LOC00004
POS00181|CC00006|2026-02-05|Replacement|Contractor|Seasonal|JP00152|Project Manager|Project Manager|Regular|LOC00098
POS00182|CC00044|2026-02-05|Reorganization|Employee|Contract|JP00161|Data Analyst|Data Analyst|Seasonal|LOC00046
POS00183|CC00045|2026-02-05|New Position|Intern|Temporary|JP00106|Software Engineer|Software Engineer|Temporary|LOC00031
POS00184|CC00040|2026-02-05|Reclass|Employee|Regular|JP00166|Operations Manager|Operations Manager|Seasonal|LOC00015
POS00185|CC00022|2026-02-05|New Position|Intern|Seasonal|JP00087|Product Manager|Product Manager|Regular|LOC00059
POS00186|CC00055|2026-02-05|Reclass|Intern|Contract|JP00169|Quality Assurance|Quality Assurance|Seasonal|LOC00003
POS00187|CC00061|2026-02-05|Reclass|Employee|Seasonal|JP00179|Operations Manager|Operations Manager|Contract|LOC00074
POS00188|CC00042|2026-02-05|Reclass|Employee|Contract|JP00100|System Administrator|System Administrator|Regular|LOC00089
POS00189|CC00027|2026-02-05|Expansion|Contractor|Seasonal|JP00173|Finance Manager|Finance Manager|Temporary|LOC00079
POS00190|CC00047|2026-02-05|Reorganization|Employee|Contract|JP00077|Software Engineer|Software Engineer|Regular|LOC00069
POS00191|CC00037|2026-02-05|Expansion|Employee|Seasonal|JP00055|Operations Manager|Operations Manager|Contract|LOC00029
POS00192|CC00096|2026-02-05|New Position|Intern|Regular|JP00160|Product Manager|Product Manager|Seasonal|LOC00035
POS00193|CC00073|2026-02-05|Reclass|Contractor|Contract|JP00018|System Administrator|System Administrator|Temporary|LOC00045
POS00194|CC00084|2026-02-05|Expansion|Intern|Seasonal|JP00020|Product Manager|Product Manager|Contract|LOC00085
POS00195|CC00041|2026-02-05|Replacement|Contractor|Contract|JP00139|Accountant|Accountant|Seasonal|LOC00080
POS00196|CC00059|2026-02-05|Reclass|Employee|Regular|JP00132|Business Analyst|Business Analyst|Temporary|LOC00074
POS00197|CC00028|2026-02-05|Reorganization|Contractor|Contract|JP00128|Accountant|Accountant|Regular|LOC00067
POS00198|CC00047|2026-02-05|Reorganization|Employee|Temporary|JP00052|Network Engineer|Network Engineer|Temporary|LOC00096
POS00199|CC00098|2026-02-05|Expansion|Contractor|Contract|JP00176|Data Analyst|Data Analyst|Seasonal|LOC00009
POS00200|CC00027|2026-02-05|Reorganization|Contractor|Seasonal|JP00163|Network Engineer|Network Engineer|Temporary|LOC00033
POS00201|CC00077|2026-02-05|Replacement|Contractor|Temporary|JP00176|Data Analyst|Data Analyst|Regular|LOC00020
POS00202|CC00004|2026-02-05|Replacement|Contractor|Contract|JP00050|System Administrator|System Administrator|Contract|LOC00072
POS00203|CC00055|2026-02-05|New Position|Employee|Temporary|JP00112|Marketing Manager|Marketing Manager|Seasonal|LOC00018
POS00204|CC00034|2026-02-05|Expansion|Intern|Temporary|JP00008|Finance Manager|Finance Manager|Regular|LOC00093
POS00205|CC00003|2026-02-05|New Position|Employee|Seasonal|JP00125|Data Analyst|Data Analyst|Seasonal|LOC00009
POS00206|CC00047|2026-02-05|New Position|Contractor|Temporary|JP00105|Data Analyst|Data Analyst|Temporary|LOC00015
POS00207|CC00095|2026-02-05|Reclass|Employee|Seasonal|JP00147|Network Engineer|Network Engineer|Contract|LOC00012
POS00208|CC00077|2026-02-05|New Position|Contractor|Seasonal|JP00061|Marketing Manager|Marketing Manager|Contract|LOC00096
POS00209|CC00031|2026-02-05|Reorganization|Employee|Temporary|JP00191|Business Analyst|Business Analyst|Regular|LOC00023
POS00210|CC00036|2026-02-05|Reorganization|Contractor|Seasonal|JP00055|Operations Manager|Operations Manager|Regular|LOC00063
POS00211|CC00048|2026-02-05|New Position|Contractor|Contract|JP00137|Network Engineer|Network Engineer|Contract|LOC00088
POS00212|CC00036|2026-02-05|Replacement|Contractor|Contract|JP00064|System Administrator|System Administrator|Seasonal|LOC00040
POS00213|CC00083|2026-02-05|Reclass|Employee|Regular|JP00006|Quality Assurance|Quality Assurance|Temporary|LOC00033
POS00214|CC00050|2026-02-05|Expansion|Intern|Seasonal|JP00142|Sales Executive|Sales Executive|Regular|LOC00069
POS00215|CC00057|2026-02-05|Reorganization|Employee|Contract|JP00061|Marketing Manager|Marketing Manager|Seasonal|LOC00039
POS00216|CC00097|2026-02-05|Replacement|Contractor|Temporary|JP00024|Accountant|Accountant|Temporary|LOC00057
POS00217|CC00041|2026-02-05|Reorganization|Employee|Seasonal|JP00162|System Administrator|System Administrator|Regular|LOC00100
POS00218|CC00061|2026-02-05|Reorganization|Contractor|Contract|JP00126|Operations Manager|Operations Manager|Regular|LOC00021
POS00219|CC00034|2026-02-05|Reclass|Employee|Seasonal|JP00179|Operations Manager|Operations Manager|Contract|LOC00078
POS00220|CC00071|2026-02-05|Expansion|Contractor|Regular|JP00187|HR Manager|HR Manager|Regular|LOC00083
POS00221|CC00024|2026-02-05|Reorganization|Intern|Temporary|JP00165|Software Engineer|Software Engineer|Regular|LOC00052
POS00222|CC00081|2026-02-05|Expansion|Contractor|Regular|JP00052|Network Engineer|Network Engineer|Regular|LOC00021
POS00223|CC00067|2026-02-05|Replacement|Intern|Contract|JP00064|System Administrator|System Administrator|Seasonal|LOC00058
POS00224|CC00095|2026-02-05|Replacement|Contractor|Temporary|JP00123|Business Analyst|Business Analyst|Seasonal|LOC00037
POS00225|CC00011|2026-02-05|Reorganization|Contractor|Temporary|JP00051|Operations Manager|Operations Manager|Contract|LOC00049
POS00226|CC00029|2026-02-05|New Position|Employee|Temporary|JP00147|Network Engineer|Network Engineer|Regular|LOC00060
POS00227|CC00034|2026-02-05|Replacement|Employee|Contract|JP00051|Operations Manager|Operations Manager|Contract|LOC00077
POS00228|CC00020|2026-02-05|New Position|Contractor|Temporary|JP00067|Accountant|Accountant|Regular|LOC00002
POS00229|CC00068|2026-02-05|Reorganization|Contractor|Contract|JP00184|Accountant|Accountant|Regular|LOC00029
POS00230|CC00027|2026-02-05|Replacement|Contractor|Seasonal|JP00183|Security Analyst|Security Analyst|Contract|LOC00049
