Employee_ID|Transaction_WID|Transaction_Effective_Date|Transaction_Entry_Date|Transaction_Type|Organization_ID|Organization_Type|Sequence_Number|Worker_Workday_ID
EMP00019|TXNO835176837|2020-06-07|2020-06-11 00:00:00|Org Assignment|CC00012|Cost Center|1|WID00019O67
EMP00019|TXNO594572290|2020-06-07|2020-06-12 00:00:00|Org Assignment|DPT00129|Supervisory Organization|1|WID00019O83
EMP00020|TXNO781397085|2021-12-26|2021-12-28 00:00:00|Org Assignment|CMP0014|Company|1|WID00020O67
EMP00020|TXNO858306897|2021-12-26|2022-01-01 00:00:00|Org Assignment|CC00097|Cost Center|1|WID00020O67
EMP00020|TXNO824684109|2021-12-26|2021-12-28 00:00:00|Org Assignment|DPT00119|Supervisory Organization|1|WID00020O83
EMP00021|TXNO978343959|2021-10-12|2021-10-13 00:00:00|Org Assignment|CMP0017|Company|1|WID00021O67
EMP00021|TXNO427513231|2021-10-12|2021-10-17 00:00:00|Org Assignment|CC00035|Cost Center|1|WID00021O67
EMP00021|TXNO986471108|2021-10-12|2021-10-13 00:00:00|Org Assignment|DPT00090|Supervisory Organization|1|WID00021O83
EMP00022|TXNO388350960|2020-12-23|2020-12-30 00:00:00|Org Assignment|CMP0019|Company|1|WID00022O67
EMP00022|TXNO798141251|2020-12-23|2020-12-24 00:00:00|Org Assignment|CC00005|Cost Center|1|WID00022O67
EMP00022|TXNO513312450|2020-12-23|2020-12-26 00:00:00|Org Assignment|DPT00192|Supervisory Organization|1|WID00022O83
EMP00023|TXNO380901272|2018-05-27|2018-06-01 00:00:00|Org Assignment|CMP0011|Company|1|WID00023O67
EMP00023|TXNO958686602|2018-05-27|2018-05-28 00:00:00|Org Assignment|CC00001|Cost Center|1|WID00023O67
EMP00023|TXNO252772065|2018-05-27|2018-05-28 00:00:00|Org Assignment|DPT00036|Supervisory Organization|1|WID00023O83
EMP00024|TXNO837379634|2019-05-30|2019-06-03 00:00:00|Org Assignment|CMP0017|Company|1|WID00024O67
EMP00024|TXNO319552072|2019-05-30|2019-06-01 00:00:00|Org Assignment|CC00011|Cost Center|1|WID00024O67
EMP00024|TXNO484283066|2019-05-30|2019-06-02 00:00:00|Org Assignment|DPT00156|Supervisory Organization|1|WID00024O83
EMP00025|TXNO716251228|2023-11-18|2023-11-21 00:00:00|Org Assignment|CMP0017|Company|1|WID00025O67
EMP00025|TXNO707608211|2023-11-18|2023-11-20 00:00:00|Org Assignment|CC00090|Cost Center|1|WID00025O67
EMP00025|TXNO298999663|2023-11-18|2023-11-18 00:00:00|Org Assignment|DPT00039|Supervisory Organization|1|WID00025O83
EMP00026|TXNO431526665|2016-08-30|2016-09-06 00:00:00|Org Assignment|CMP0003|Company|1|WID00026O67
EMP00026|TXNO940281527|2016-08-30|2016-09-06 00:00:00|Org Assignment|CC00076|Cost Center|1|WID00026O67
EMP00026|TXNO957622144|2016-08-30|2016-09-05 00:00:00|Org Assignment|DPT00175|Supervisory Organization|1|WID00026O83
EMP00027|TXNO316168022|2019-08-30|2019-09-01 00:00:00|Org Assignment|CMP0018|Company|1|WID00027O67
EMP00027|TXNO506034983|2019-08-30|2019-09-05 00:00:00|Org Assignment|CC00091|Cost Center|1|WID00027O67
EMP00027|TXNO164816550|2019-08-30|2019-08-30 00:00:00|Org Assignment|DPT00176|Supervisory Organization|1|WID00027O83
EMP00028|TXNO742459139|2025-12-03|2025-12-10 00:00:00|Org Assignment|CMP0016|Company|1|WID00028O67
EMP00028|TXNO841744623|2025-12-03|2025-12-09 00:00:00|Org Assignment|CC00038|Cost Center|1|WID00028O67
EMP00028|TXNO814823406|2025-12-03|2025-12-08 00:00:00|Org Assignment|DPT00154|Supervisory Organization|1|WID00028O83
EMP00029|TXNO884607459|2018-05-19|2018-05-21 00:00:00|Org Assignment|CMP0004|Company|1|WID00029O67
EMP00029|TXNO491103714|2018-05-19|2018-05-22 00:00:00|Org Assignment|CC00043|Cost Center|1|WID00029O67
EMP00029|TXNO273725533|2018-05-19|2018-05-22 00:00:00|Org Assignment|DPT00087|Supervisory Organization|1|WID00029O83
EMP00030|TXNO313178269|2019-10-04|2019-10-08 00:00:00|Org Assignment|CMP0014|Company|1|WID00030O67
EMP00030|TXNO724365771|2019-10-04|2019-10-11 00:00:00|Org Assignment|CC00029|Cost Center|1|WID00030O67
EMP00030|TXNO610639592|2019-10-04|2019-10-09 00:00:00|Org Assignment|DPT00163|Supervisory Organization|1|WID00030O83
EMP00031|TXNO420450041|2022-10-14|2022-10-14 00:00:00|Org Assignment|CMP0010|Company|1|WID00031O67
EMP00031|TXNO192669864|2022-10-14|2022-10-16 00:00:00|Org Assignment|CC00035|Cost Center|1|WID00031O67
EMP00031|TXNO179501420|2022-10-14|2022-10-18 00:00:00|Org Assignment|DPT00159|Supervisory Organization|1|WID00031O83
EMP00032|TXNO454852603|2020-12-04|2020-12-06 00:00:00|Org Assignment|CMP0016|Company|1|WID00032O67
EMP00032|TXNO472593086|2020-12-04|2020-12-09 00:00:00|Org Assignment|CC00048|Cost Center|1|WID00032O67
EMP00032|TXNO274724757|2020-12-04|2020-12-10 00:00:00|Org Assignment|DPT00026|Supervisory Organization|1|WID00032O83
EMP00033|TXNO890313397|2024-08-19|2024-08-24 00:00:00|Org Assignment|CMP0018|Company|1|WID00033O67
EMP00033|TXNO477733676|2024-08-19|2024-08-19 00:00:00|Org Assignment|CC00041|Cost Center|1|WID00033O67
EMP00033|TXNO984543739|2024-08-19|2024-08-23 00:00:00|Org Assignment|DPT00153|Supervisory Organization|1|WID00033O83
EMP00034|TXNO114757106|2021-03-11|2021-03-14 00:00:00|Org Assignment|CMP0012|Company|1|WID00034O67
EMP00034|TXNO157747932|2021-03-11|2021-03-13 00:00:00|Org Assignment|CC00060|Cost Center|1|WID00034O67
EMP00034|TXNO701875779|2021-03-11|2021-03-15 00:00:00|Org Assignment|DPT00129|Supervisory Organization|1|WID00034O83
EMP00035|TXNO719124384|2023-03-14|2023-03-16 00:00:00|Org Assignment|CMP0007|Company|1|WID00035O67
EMP00035|TXNO987291071|2023-03-14|2023-03-20 00:00:00|Org Assignment|CC00069|Cost Center|1|WID00035O67
EMP00035|TXNO642711163|2023-03-14|2023-03-14 00:00:00|Org Assignment|DPT00149|Supervisory Organization|1|WID00035O83
EMP00036|TXNO529406996|2018-07-22|2018-07-24 00:00:00|Org Assignment|CMP0011|Company|1|WID00036O67
EMP00036|TXNO406120215|2018-07-22|2018-07-25 00:00:00|Org Assignment|CC00040|Cost Center|1|WID00036O67
EMP00036|TXNO287563020|2018-07-22|2018-07-25 00:00:00|Org Assignment|DPT00170|Supervisory Organization|1|WID00036O83
EMP00037|TXNO556605825|2018-01-07|2018-01-11 00:00:00|Org Assignment|CMP0004|Company|1|WID00037O67
EMP00037|TXNO921807847|2018-01-07|2018-01-13 00:00:00|Org Assignment|CC00013|Cost Center|1|WID00037O67
EMP00037|TXNO350778479|2018-01-07|2018-01-14 00:00:00|Org Assignment|DPT00168|Supervisory Organization|1|WID00037O83
EMP00038|TXNO785029937|2019-06-15|2019-06-22 00:00:00|Org Assignment|CMP0006|Company|1|WID00038O67
EMP00038|TXNO857470747|2019-06-15|2019-06-15 00:00:00|Org Assignment|CC00018|Cost Center|1|WID00038O67
EMP00038|TXNO807371991|2019-06-15|2019-06-20 00:00:00|Org Assignment|DPT00164|Supervisory Organization|1|WID00038O83
EMP00039|TXNO797752269|2020-09-16|2020-09-20 00:00:00|Org Assignment|CMP0020|Company|1|WID00039O67
EMP00039|TXNO105002897|2020-09-16|2020-09-19 00:00:00|Org Assignment|CC00057|Cost Center|1|WID00039O67
EMP00039|TXNO575499784|2020-09-16|2020-09-17 00:00:00|Org Assignment|DPT00122|Supervisory Organization|1|WID00039O83
EMP00040|TXNO381949411|2021-07-17|2021-07-22 00:00:00|Org Assignment|CMP0017|Company|1|WID00040O67
EMP00040|TXNO473739720|2021-07-17|2021-07-17 00:00:00|Org Assignment|CC00099|Cost Center|1|WID00040O67
EMP00040|TXNO384796634|2021-07-17|2021-07-21 00:00:00|Org Assignment|DPT00044|Supervisory Organization|1|WID00040O83
EMP00041|TXNO580087488|2019-04-28|2019-05-02 00:00:00|Org Assignment|CMP0017|Company|1|WID00041O67
EMP00041|TXNO431049698|2019-04-28|2019-05-02 00:00:00|Org Assignment|CC00014|Cost Center|1|WID00041O67
EMP00041|TXNO212156898|2019-04-28|2019-04-28 00:00:00|Org Assignment|DPT00067|Supervisory Organization|1|WID00041O83
EMP00042|TXNO913025166|2018-05-28|2018-06-04 00:00:00|Org Assignment|CMP0017|Company|1|WID00042O67
EMP00042|TXNO718887707|2018-05-28|2018-06-02 00:00:00|Org Assignment|CC00098|Cost Center|1|WID00042O67
EMP00042|TXNO183241711|2018-05-28|2018-06-03 00:00:00|Org Assignment|DPT00083|Supervisory Organization|1|WID00042O83
EMP00043|TXNO991300592|2023-03-19|2023-03-21 00:00:00|Org Assignment|CMP0006|Company|1|WID00043O67
EMP00043|TXNO793422032|2023-03-19|2023-03-26 00:00:00|Org Assignment|CC00026|Cost Center|1|WID00043O67
EMP00043|TXNO725261092|2023-03-19|2023-03-20 00:00:00|Org Assignment|DPT00009|Supervisory Organization|1|WID00043O83
EMP00044|TXNO662102340|2022-08-22|2022-08-22 00:00:00|Org Assignment|CMP0010|Company|1|WID00044O67
EMP00044|TXNO612913769|2022-08-22|2022-08-25 00:00:00|Org Assignment|CC00052|Cost Center|1|WID00044O67
EMP00044|TXNO938267476|2022-08-22|2022-08-26 00:00:00|Org Assignment|DPT00160|Supervisory Organization|1|WID00044O83
EMP00045|TXNO788403450|2018-12-21|2018-12-22 00:00:00|Org Assignment|CMP0020|Company|1|WID00045O67
EMP00045|TXNO437632488|2018-12-21|2018-12-23 00:00:00|Org Assignment|CC00084|Cost Center|1|WID00045O67
EMP00045|TXNO638248722|2018-12-21|2018-12-23 00:00:00|Org Assignment|DPT00078|Supervisory Organization|1|WID00045O83
EMP00046|TXNO508078074|2017-03-30|2017-04-06 00:00:00|Org Assignment|CMP0016|Company|1|WID00046O67
EMP00046|TXNO565386638|2017-03-30|2017-04-02 00:00:00|Org Assignment|CC00044|Cost Center|1|WID00046O67
EMP00046|TXNO400566801|2017-03-30|2017-04-05 00:00:00|Org Assignment|DPT00105|Supervisory Organization|1|WID00046O83
EMP00047|TXNO573263043|2020-02-11|2020-02-16 00:00:00|Org Assignment|CMP0018|Company|1|WID00047O67
EMP00047|TXNO321165031|2020-02-11|2020-02-18 00:00:00|Org Assignment|CC00088|Cost Center|1|WID00047O67
EMP00047|TXNO418411500|2020-02-11|2020-02-17 00:00:00|Org Assignment|DPT00061|Supervisory Organization|1|WID00047O83
EMP00048|TXNO857958777|2018-05-02|2018-05-03 00:00:00|Org Assignment|CMP0004|Company|1|WID00048O67
EMP00048|TXNO964489550|2018-05-02|2018-05-07 00:00:00|Org Assignment|CC00067|Cost Center|1|WID00048O67
EMP00048|TXNO498923475|2018-05-02|2018-05-06 00:00:00|Org Assignment|DPT00036|Supervisory Organization|1|WID00048O83
EMP00049|TXNO630659463|2021-03-22|2021-03-28 00:00:00|Org Assignment|CMP0004|Company|1|WID00049O67
EMP00049|TXNO422985272|2021-03-22|2021-03-24 00:00:00|Org Assignment|CC00063|Cost Center|1|WID00049O67
EMP00049|TXNO785154251|2021-03-22|2021-03-26 00:00:00|Org Assignment|DPT00064|Supervisory Organization|1|WID00049O83
EMP00050|TXNO319064735|2025-09-15|2025-09-20 00:00:00|Org Assignment|CMP0006|Company|1|WID00050O67
EMP00050|TXNO231596830|2025-09-15|2025-09-15 00:00:00|Org Assignment|CC00011|Cost Center|1|WID00050O67
EMP00050|TXNO963152659|2025-09-15|2025-09-18 00:00:00|Org Assignment|DPT00143|Supervisory Organization|1|WID00050O83
EMP00051|TXNO942830423|2017-07-17|2017-07-18 00:00:00|Org Assignment|CMP0009|Company|1|WID00051O67
EMP00051|TXNO157151351|2017-07-17|2017-07-18 00:00:00|Org Assignment|CC00011|Cost Center|1|WID00051O67
EMP00051|TXNO148797244|2017-07-17|2017-07-24 00:00:00|Org Assignment|DPT00021|Supervisory Organization|1|WID00051O83
EMP00052|TXNO601883511|2019-07-05|2019-07-06 00:00:00|Org Assignment|CMP0009|Company|1|WID00052O67
EMP00052|TXNO837171431|2019-07-05|2019-07-11 00:00:00|Org Assignment|CC00061|Cost Center|1|WID00052O67
EMP00052|TXNO731404972|2019-07-05|2019-07-07 00:00:00|Org Assignment|DPT00071|Supervisory Organization|1|WID00052O83
EMP00053|TXNO637567822|2019-12-04|2019-12-06 00:00:00|Org Assignment|CMP0002|Company|1|WID00053O67
EMP00053|TXNO285556549|2019-12-04|2019-12-09 00:00:00|Org Assignment|CC00033|Cost Center|1|WID00053O67
EMP00053|TXNO678773230|2019-12-04|2019-12-08 00:00:00|Org Assignment|DPT00040|Supervisory Organization|1|WID00053O83
EMP00054|TXNO613074015|2024-08-09|2024-08-09 00:00:00|Org Assignment|CMP0001|Company|1|WID00054O67
EMP00054|TXNO146385544|2024-08-09|2024-08-11 00:00:00|Org Assignment|CC00075|Cost Center|1|WID00054O67
EMP00054|TXNO791230255|2024-08-09|2024-08-16 00:00:00|Org Assignment|DPT00093|Supervisory Organization|1|WID00054O83
EMP00055|TXNO307314078|2016-12-17|2016-12-21 00:00:00|Org Assignment|CMP0014|Company|1|WID00055O67
EMP00055|TXNO394754664|2016-12-17|2016-12-21 00:00:00|Org Assignment|CC00023|Cost Center|1|WID00055O67
EMP00055|TXNO165235849|2016-12-17|2016-12-23 00:00:00|Org Assignment|DPT00045|Supervisory Organization|1|WID00055O83
EMP00056|TXNO216040358|2016-08-09|2016-08-13 00:00:00|Org Assignment|CMP0011|Company|1|WID00056O67
EMP00056|TXNO568551840|2016-08-09|2016-08-11 00:00:00|Org Assignment|CC00078|Cost Center|1|WID00056O67
EMP00056|TXNO101612366|2016-08-09|2016-08-11 00:00:00|Org Assignment|DPT00124|Supervisory Organization|1|WID00056O83
EMP00057|TXNO260121723|2016-09-16|2016-09-19 00:00:00|Org Assignment|CMP0005|Company|1|WID00057O67
EMP00057|TXNO873275574|2016-09-16|2016-09-23 00:00:00|Org Assignment|CC00067|Cost Center|1|WID00057O67
EMP00057|TXNO646291204|2016-09-16|2016-09-19 00:00:00|Org Assignment|DPT00106|Supervisory Organization|1|WID00057O83
EMP00058|TXNO424885097|2024-12-04|2024-12-09 00:00:00|Org Assignment|CMP0009|Company|1|WID00058O67
EMP00058|TXNO571873902|2024-12-04|2024-12-04 00:00:00|Org Assignment|CC00047|Cost Center|1|WID00058O67
EMP00058|TXNO711578683|2024-12-04|2024-12-04 00:00:00|Org Assignment|DPT00168|Supervisory Organization|1|WID00058O83
EMP00059|TXNO651470961|2018-04-10|2018-04-16 00:00:00|Org Assignment|CMP0011|Company|1|WID00059O67
EMP00059|TXNO739067635|2018-04-10|2018-04-10 00:00:00|Org Assignment|CC00065|Cost Center|1|WID00059O67
EMP00059|TXNO698208045|2018-04-10|2018-04-14 00:00:00|Org Assignment|DPT00078|Supervisory Organization|1|WID00059O83
EMP00060|TXNO264964881|2017-09-18|2017-09-21 00:00:00|Org Assignment|CMP0015|Company|1|WID00060O67
EMP00060|TXNO241603380|2017-09-18|2017-09-24 00:00:00|Org Assignment|CC00085|Cost Center|1|WID00060O67
EMP00060|TXNO870518386|2017-09-18|2017-09-22 00:00:00|Org Assignment|DPT00071|Supervisory Organization|1|WID00060O83
EMP00061|TXNO828556159|2018-02-24|2018-03-03 00:00:00|Org Assignment|CMP0010|Company|1|WID00061O67
EMP00061|TXNO383440046|2018-02-24|2018-03-03 00:00:00|Org Assignment|CC00037|Cost Center|1|WID00061O67
EMP00061|TXNO471744826|2018-02-24|2018-03-03 00:00:00|Org Assignment|DPT00061|Supervisory Organization|1|WID00061O83
EMP00062|TXNO279033492|2017-09-18|2017-09-18 00:00:00|Org Assignment|CMP0013|Company|1|WID00062O67
EMP00062|TXNO563094936|2017-09-18|2017-09-20 00:00:00|Org Assignment|CC00003|Cost Center|1|WID00062O67
EMP00062|TXNO655742562|2017-09-18|2017-09-18 00:00:00|Org Assignment|DPT00038|Supervisory Organization|1|WID00062O83
EMP00063|TXNO117480775|2022-08-23|2022-08-25 00:00:00|Org Assignment|CMP0001|Company|1|WID00063O67
EMP00063|TXNO675884594|2022-08-23|2022-08-29 00:00:00|Org Assignment|CC00002|Cost Center|1|WID00063O67
EMP00063|TXNO884634865|2022-08-23|2022-08-25 00:00:00|Org Assignment|DPT00142|Supervisory Organization|1|WID00063O83
EMP00064|TXNO553047789|2019-01-09|2019-01-14 00:00:00|Org Assignment|CMP0011|Company|1|WID00064O67
EMP00064|TXNO754573495|2019-01-09|2019-01-11 00:00:00|Org Assignment|CC00019|Cost Center|1|WID00064O67
EMP00064|TXNO282578948|2019-01-09|2019-01-11 00:00:00|Org Assignment|DPT00031|Supervisory Organization|1|WID00064O83
EMP00065|TXNO211126077|2026-01-06|2026-01-06 00:00:00|Org Assignment|CMP0013|Company|1|WID00065O67
EMP00065|TXNO443863808|2026-01-06|2026-01-09 00:00:00|Org Assignment|CC00069|Cost Center|1|WID00065O67
EMP00065|TXNO287394182|2026-01-06|2026-01-08 00:00:00|Org Assignment|DPT00184|Supervisory Organization|1|WID00065O83
EMP00066|TXNO631378948|2024-12-06|2024-12-09 00:00:00|Org Assignment|CMP0005|Company|1|WID00066O67
EMP00066|TXNO248376670|2024-12-06|2024-12-07 00:00:00|Org Assignment|CC00035|Cost Center|1|WID00066O67
EMP00066|TXNO520843144|2024-12-06|2024-12-09 00:00:00|Org Assignment|DPT00015|Supervisory Organization|1|WID00066O83
EMP00067|TXNO791785836|2025-09-28|2025-10-02 00:00:00|Org Assignment|CMP0003|Company|1|WID00067O67
EMP00067|TXNO727180683|2025-09-28|2025-10-02 00:00:00|Org Assignment|CC00083|Cost Center|1|WID00067O67
EMP00067|TXNO818726432|2025-09-28|2025-09-30 00:00:00|Org Assignment|DPT00043|Supervisory Organization|1|WID00067O83
EMP00068|TXNO305679563|2025-05-24|2025-05-26 00:00:00|Org Assignment|CMP0005|Company|1|WID00068O67
EMP00068|TXNO880918542|2025-05-24|2025-05-30 00:00:00|Org Assignment|CC00039|Cost Center|1|WID00068O67
EMP00068|TXNO524332476|2025-05-24|2025-05-31 00:00:00|Org Assignment|DPT00031|Supervisory Organization|1|WID00068O83
EMP00069|TXNO645800361|2023-12-15|2023-12-21 00:00:00|Org Assignment|CMP0004|Company|1|WID00069O67
EMP00069|TXNO219106716|2023-12-15|2023-12-18 00:00:00|Org Assignment|CC00031|Cost Center|1|WID00069O67
EMP00069|TXNO908248897|2023-12-15|2023-12-20 00:00:00|Org Assignment|DPT00178|Supervisory Organization|1|WID00069O83
EMP00070|TXNO831140494|2016-10-20|2016-10-21 00:00:00|Org Assignment|CMP0006|Company|1|WID00070O67
EMP00070|TXNO470161412|2016-10-20|2016-10-25 00:00:00|Org Assignment|CC00085|Cost Center|1|WID00070O67
EMP00070|TXNO376333095|2016-10-20|2016-10-22 00:00:00|Org Assignment|DPT00115|Supervisory Organization|1|WID00070O83
EMP00071|TXNO129943503|2024-08-20|2024-08-24 00:00:00|Org Assignment|CMP0002|Company|1|WID00071O67
EMP00071|TXNO755445105|2024-08-20|2024-08-27 00:00:00|Org Assignment|CC00088|Cost Center|1|WID00071O67
EMP00071|TXNO929220405|2024-08-20|2024-08-22 00:00:00|Org Assignment|DPT00066|Supervisory Organization|1|WID00071O83
EMP00072|TXNO806122831|2024-06-05|2024-06-12 00:00:00|Org Assignment|CMP0011|Company|1|WID00072O67
EMP00072|TXNO334481878|2024-06-05|2024-06-09 00:00:00|Org Assignment|CC00063|Cost Center|1|WID00072O67
EMP00072|TXNO965252287|2024-06-05|2024-06-05 00:00:00|Org Assignment|DPT00094|Supervisory Organization|1|WID00072O83
EMP00073|TXNO941051379|2020-04-12|2020-04-16 00:00:00|Org Assignment|CMP0015|Company|1|WID00073O67
EMP00073|TXNO255754534|2020-04-12|2020-04-12 00:00:00|Org Assignment|CC00094|Cost Center|1|WID00073O67
EMP00073|TXNO156063169|2020-04-12|2020-04-12 00:00:00|Org Assignment|DPT00103|Supervisory Organization|1|WID00073O83
EMP00074|TXNO939481487|2020-09-04|2020-09-07 00:00:00|Org Assignment|CMP0018|Company|1|WID00074O67
EMP00074|TXNO588145945|2020-09-04|2020-09-07 00:00:00|Org Assignment|CC00063|Cost Center|1|WID00074O67
EMP00074|TXNO901725673|2020-09-04|2020-09-10 00:00:00|Org Assignment|DPT00171|Supervisory Organization|1|WID00074O83
EMP00075|TXNO490229107|2019-06-01|2019-06-06 00:00:00|Org Assignment|CMP0017|Company|1|WID00075O67
EMP00075|TXNO574341947|2019-06-01|2019-06-02 00:00:00|Org Assignment|CC00063|Cost Center|1|WID00075O67
