Job_Profile_ID,Job_Profile_WID,Compensation_Grade,Critical_Job_Flag,Difficult_to_Fill_Flag,Inactive_Flag,Job_Category_Code,Job_Category_Name,Job_Exempt_Canada,Job_Exempt_US,Job_Family,Job_Family_Group,Job_Family_Group_Name,Job_Family_Name,Job_Level_Code,Job_Level_Name,Job_Profile_Code,Job_Profile_Description,Job_Profile_Name,Job_Profile_Summary,Job_Title,Management_Level_Code,Management_Level_Name,Pay_Rate_Type,Public_Job,Work_Shift_Required,JOB_MATRIX,IS_PEOPLE_MANAGER,IS_MANAGER,FREQUENCY
JP_0011,411cd218e270d96dd91b4fa6d8395334,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_TECH,JFG_TECH,Technology,Technology,G03,Senior Analyst,JPC_0011,Responsible for solutions architect functions within Technology.,Solutions Architect,Solutions Architect - Technology,Solutions Architect,MLH_Professional,Professional,Salary,1,0,JFG_TECH,0,0,Annual
JP_0012,658484346679d168027955ab2741ca2f,G11,Y,N,0,JC_People_Manager,People Manager,Exempt,Exempt,FN_TECH,JFG_TECH,Technology,Technology,G11,Vice President,JPC_0012,Responsible for product manager - tech functions within Technology.,Product Manager - Tech,Product Manager - Tech - Technology,Product Manager - Tech,MLH_Executive,Executive,Salary,1,0,JFG_TECH,1,1,Annual
JP_0013,3e810dfb0e1cdb8f589a7b64b5f0f77e,G09,N,N,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_TECH,JFG_TECH,Technology,Technology,G09,Director,JPC_0013,Responsible for technical project manager functions within Technology.,Technical Project Manager,Technical Project Manager - Technology,Technical Project Manager,MLH_Senior_Leadership,Senior Leadership,Salary,1,0,JFG_TECH,1,1,Annual
JP_0014,f7f4fc9580378a3445d05e2c557eb697,G01,N,Y,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_TECH,JFG_TECH,Technology,Technology,G01,Analyst I,JPC_0014,Responsible for database administrator functions within Technology.,Database Administrator,Database Administrator - Technology,Database Administrator,MLH_Professional,Professional,Salary,1,0,JFG_TECH,0,0,Annual
JP_0015,3b6c078db0d419e3bc56833e55dddce7,G02,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_TECH,JFG_TECH,Technology,Technology,G02,Analyst II,JPC_0015,Responsible for network engineer functions within Technology.,Network Engineer,Network Engineer - Technology,Network Engineer,MLH_Professional,Professional,Salary,1,0,JFG_TECH,0,0,Annual
JP_0016,d0c349d746a68e5a0f92db27ed7be132,G06,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_TECH,JFG_TECH,Technology,Technology,G06,Manager,JPC_0016,Responsible for systems administrator functions within Technology.,Systems Administrator,Systems Administrator - Technology,Systems Administrator,MLH_Professional,Professional,Salary,1,0,JFG_TECH,0,0,Annual
JP_0017,fea82ac61857c2fe09d1cc539a250c47,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_TECH,JFG_TECH,Technology,Technology,G05,Senior Associate,JPC_0017,Responsible for business intelligence analyst functions within Technology.,Business Intelligence Analyst,Business Intelligence Analyst - Technology,Business Intelligence Analyst,MLH_Professional,Professional,Salary,1,0,JFG_TECH,0,0,Annual
JP_0018,0c7f82e1d50aff60c5949557990f31a0,G02,N,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G02,Analyst II,JPC_0018,Responsible for financial analyst functions within Finance.,Financial Analyst,Financial Analyst - Finance,Financial Analyst,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0019,a98cf7a2ec8e41fb787c89bc625ce290,G07,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G07,Senior Manager,JPC_0019,Responsible for senior financial analyst functions within Finance.,Senior Financial Analyst,Senior Financial Analyst - Finance,Senior Financial Analyst,MLH_Senior_Management,Senior Management,Salary,1,0,JFG_FIN,0,1,Annual
JP_0020,b94db2db5def61e3e503bef59f154e05,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G04,Associate,JPC_0020,Responsible for accountant functions within Finance.,Accountant,Accountant - Finance,Accountant,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0021,61e42c385214e0324bc1a8fca86403ed,G10,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G10,Senior Director,JPC_0021,Responsible for senior accountant functions within Finance.,Senior Accountant,Senior Accountant - Finance,Senior Accountant,MLH_Senior_Leadership,Senior Leadership,Salary,1,0,JFG_FIN,0,1,Annual
JP_0022,a6c60371a7a967f5db6d7afb0202d092,G04,Y,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G04,Associate,JPC_0022,Responsible for controller functions within Finance.,Controller,Controller - Finance,Controller,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0023,cc764e872a0dba4eb462c5334db2940d,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G03,Senior Analyst,JPC_0023,Responsible for treasury analyst functions within Finance.,Treasury Analyst,Treasury Analyst - Finance,Treasury Analyst,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0024,264d28d68214b23da7b3a2fbf880d31e,G05,Y,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G05,Senior Associate,JPC_0024,Responsible for tax specialist functions within Finance.,Tax Specialist,Tax Specialist - Finance,Tax Specialist,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0025,eb62127a89041d4bc5a25888286b0dbb,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G03,Senior Analyst,JPC_0025,Responsible for audit analyst functions within Finance.,Audit Analyst,Audit Analyst - Finance,Audit Analyst,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0026,1f10e94f686c606b221d93ee1f515af7,G01,Y,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G01,Analyst I,JPC_0026,Responsible for financial planning analyst functions within Finance.,Financial Planning Analyst,Financial Planning Analyst - Finance,Financial Planning Analyst,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0027,c97554fe151319585ec93f7f5ea0f27d,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_FIN,JFG_FIN,Finance & Accounting,Finance,G04,Associate,JPC_0027,Responsible for accounts payable specialist functions within Finance.,Accounts Payable Specialist,Accounts Payable Specialist - Finance,Accounts Payable Specialist,MLH_Professional,Professional,Salary,1,0,JFG_FIN,0,0,Annual
JP_0028,9ee63c90207407edd445001ee253d459,G06,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G06,Manager,JPC_0028,Responsible for risk analyst functions within Risk Management.,Risk Analyst,Risk Analyst - Risk Management,Risk Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0029,e99c8e1976dc5566f18b457ec294d7a3,G10,N,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G10,Senior Director,JPC_0029,Responsible for senior risk analyst functions within Risk Management.,Senior Risk Analyst,Senior Risk Analyst - Risk Management,Senior Risk Analyst,MLH_Senior_Leadership,Senior Leadership,Salary,1,0,JFG_RISK,0,1,Annual
JP_0030,f9ee611e5c213821058df4a10efac396,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G01,Analyst I,JPC_0030,Responsible for credit risk analyst functions within Risk Management.,Credit Risk Analyst,Credit Risk Analyst - Risk Management,Credit Risk Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0031,0b79ae357bbe509383e1868e25898d75,G06,Y,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G06,Manager,JPC_0031,Responsible for market risk analyst functions within Risk Management.,Market Risk Analyst,Market Risk Analyst - Risk Management,Market Risk Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0032,ef1b603f2fe94bf1bf2839a50ed4f512,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G01,Analyst I,JPC_0032,Responsible for operational risk analyst functions within Risk Management.,Operational Risk Analyst,Operational Risk Analyst - Risk Management,Operational Risk Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0033,258ba72515e30b7f0c70337a7fd10017,G06,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G06,Manager,JPC_0033,Responsible for compliance analyst functions within Risk Management.,Compliance Analyst,Compliance Analyst - Risk Management,Compliance Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0034,4a65e9c7c19f3b218473683a9cc5c6ec,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G01,Analyst I,JPC_0034,Responsible for aml analyst functions within Risk Management.,AML Analyst,AML Analyst - Risk Management,AML Analyst,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0035,356d593596037a4369909bf53c5c4cf3,G06,Y,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G06,Manager,JPC_0035,Responsible for regulatory affairs specialist functions within Risk Management.,Regulatory Affairs Specialist,Regulatory Affairs Specialist - Risk Management,Regulatory Affairs Specialist,MLH_Professional,Professional,Salary,1,0,JFG_RISK,0,0,Annual
JP_0036,90c715089ed50558bae15801af2eb001,G06,N,N,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_RISK,JFG_RISK,Risk & Compliance,Risk Management,G06,Manager,JPC_0036,Responsible for risk manager functions within Risk Management.,Risk Manager,Risk Manager - Risk Management,Risk Manager,MLH_Management,Management,Salary,1,0,JFG_RISK,1,1,Annual
JP_0037,e4157c5baf14bde90224df4814fcdfd6,G02,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_OPS,JFG_OPS,Operations,Operations,G02,Analyst II,JPC_0037,Responsible for operations analyst functions within Operations.,Operations Analyst,Operations Analyst - Operations,Operations Analyst,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0038,a64bc024383ece0036e50e58afed305d,G05,Y,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_OPS,JFG_OPS,Operations,Operations,G05,Senior Associate,JPC_0038,Responsible for operations specialist functions within Operations.,Operations Specialist,Operations Specialist - Operations,Operations Specialist,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0039,e782acfde5541e9ec74e59ce9bf4bf3c,G02,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_OPS,JFG_OPS,Operations,Operations,G02,Analyst II,JPC_0039,Responsible for trade operations analyst functions within Operations.,Trade Operations Analyst,Trade Operations Analyst - Operations,Trade Operations Analyst,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0040,6fbd1a975fa12389ee3bbfc8e372b1a0,G04,Y,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_OPS,JFG_OPS,Operations,Operations,G04,Associate,JPC_0040,Responsible for settlement specialist functions within Operations.,Settlement Specialist,Settlement Specialist - Operations,Settlement Specialist,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0041,28f91f3daa5489c54b780222c92aa69e,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_OPS,JFG_OPS,Operations,Operations,G03,Senior Analyst,JPC_0041,Responsible for client services representative functions within Operations.,Client Services Representative,Client Services Representative - Operations,Client Services Representative,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0042,59250b82ac1b2f8a7f5dd67308166586,G08,N,Y,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_OPS,JFG_OPS,Operations,Operations,G08,Associate Director,JPC_0042,Responsible for operations manager functions within Operations.,Operations Manager,Operations Manager - Operations,Operations Manager,MLH_Senior_Management,Senior Management,Salary,1,0,JFG_OPS,1,1,Annual
JP_0043,d5a4196164b36ab7bf3f2f920efd5c8d,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_OPS,JFG_OPS,Operations,Operations,G05,Senior Associate,JPC_0043,Responsible for process improvement analyst functions within Operations.,Process Improvement Analyst,Process Improvement Analyst - Operations,Process Improvement Analyst,MLH_Professional,Professional,Salary,1,0,JFG_OPS,0,0,Annual
JP_0044,7a50ed04540e869889bf3a502befccb7,G06,N,Y,0,JC_People_Manager,People Manager,Exempt,Exempt,FN_OPS,JFG_OPS,Operations,Operations,G06,Manager,JPC_0044,Responsible for project manager functions within Operations.,Project Manager,Project Manager - Operations,Project Manager,MLH_Management,Management,Salary,1,0,JFG_OPS,1,1,Annual
JP_0045,a0b5fd5fe2b42d146efce8b971bb9732,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G05,Senior Associate,JPC_0045,Responsible for hr business partner functions within Human Resources.,HR Business Partner,HR Business Partner - Human Resources,HR Business Partner,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0046,8e8eaa10527efd4656811cf5ab0c6cf4,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G05,Senior Associate,JPC_0046,Responsible for recruiter functions within Human Resources.,Recruiter,Recruiter - Human Resources,Recruiter,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0047,891453c4db02a2e2e7d5129d4e64a63f,G09,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G09,Director,JPC_0047,Responsible for senior recruiter functions within Human Resources.,Senior Recruiter,Senior Recruiter - Human Resources,Senior Recruiter,MLH_Senior_Leadership,Senior Leadership,Salary,1,0,JFG_HR,0,1,Annual
JP_0048,c940d9c89c055c58858001b85f8db1a9,G01,Y,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G01,Analyst I,JPC_0048,Responsible for compensation analyst functions within Human Resources.,Compensation Analyst,Compensation Analyst - Human Resources,Compensation Analyst,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0049,958b0ac1413320ea23b2106a1439afcd,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G05,Senior Associate,JPC_0049,Responsible for benefits specialist functions within Human Resources.,Benefits Specialist,Benefits Specialist - Human Resources,Benefits Specialist,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0050,09f3130194e2498036e8d0764e706a54,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G03,Senior Analyst,JPC_0050,Responsible for hris analyst functions within Human Resources.,HRIS Analyst,HRIS Analyst - Human Resources,HRIS Analyst,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0051,5dd4016658f1716d6a1dd540a7493e1c,G06,Y,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G06,Manager,JPC_0051,Responsible for learning & development specialist functions within Human Resources.,Learning & Development Specialist,Learning & Development Specialist - Human Resources,Learning & Development Specialist,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0052,4cffc986c8dd18927993417f81bc82b3,G02,N,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_HR,JFG_HR,Human Resources,Human Resources,G02,Analyst II,JPC_0052,Responsible for employee relations specialist functions within Human Resources.,Employee Relations Specialist,Employee Relations Specialist - Human Resources,Employee Relations Specialist,MLH_Professional,Professional,Salary,1,0,JFG_HR,0,0,Annual
JP_0053,4fa8007e8c94c240e4673e2946d33e8b,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_LEGAL,JFG_LEGAL,Legal & Compliance,Legal,G05,Senior Associate,JPC_0053,Responsible for corporate counsel functions within Legal.,Corporate Counsel,Corporate Counsel - Legal,Corporate Counsel,MLH_Professional,Professional,Salary,1,0,JFG_LEGAL,0,0,Annual
JP_0054,a6fa1d75b02a71e7f4d41db3cf05456b,G03,Y,Y,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_LEGAL,JFG_LEGAL,Legal & Compliance,Legal,G03,Senior Analyst,JPC_0054,Responsible for paralegal functions within Legal.,Paralegal,Paralegal - Legal,Paralegal,MLH_Professional,Professional,Salary,1,0,JFG_LEGAL,0,0,Annual
JP_0055,cfa0375f127aae30b77a57b9377a5235,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_LEGAL,JFG_LEGAL,Legal & Compliance,Legal,G03,Senior Analyst,JPC_0055,Responsible for legal analyst functions within Legal.,Legal Analyst,Legal Analyst - Legal,Legal Analyst,MLH_Professional,Professional,Salary,1,0,JFG_LEGAL,0,0,Annual
JP_0056,d5891c83ad4f93758b15a99cb9edd68e,G04,Y,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_LEGAL,JFG_LEGAL,Legal & Compliance,Legal,G04,Associate,JPC_0056,Responsible for regulatory counsel functions within Legal.,Regulatory Counsel,Regulatory Counsel - Legal,Regulatory Counsel,MLH_Professional,Professional,Salary,1,0,JFG_LEGAL,0,0,Annual
JP_0057,a88234d3db93cbc0c4fba7ffda399f62,G03,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_LEGAL,JFG_LEGAL,Legal & Compliance,Legal,G03,Senior Analyst,JPC_0057,Responsible for contract specialist functions within Legal.,Contract Specialist,Contract Specialist - Legal,Contract Specialist,MLH_Professional,Professional,Salary,1,0,JFG_LEGAL,0,0,Annual
JP_0058,c615f5c3334f4fb9c93bdb41e3dd1c89,G06,N,N,0,JC_People_Manager,People Manager,Exempt,Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G06,Manager,JPC_0058,Responsible for relationship manager functions within Sales & Advisory.,Relationship Manager,Relationship Manager - Sales & Advisory,Relationship Manager,MLH_Management,Management,Salary,1,0,JFG_SALES,1,1,Annual
JP_0059,d6479f2f4190482564b6674b3d2f2474,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G05,Senior Associate,JPC_0059,Responsible for financial advisor functions within Sales & Advisory.,Financial Advisor,Financial Advisor - Sales & Advisory,Financial Advisor,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0060,f10f5b05b226b041fc89adb4c6b379bd,G02,N,Y,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G02,Analyst II,JPC_0060,Responsible for investment advisor functions within Sales & Advisory.,Investment Advisor,Investment Advisor - Sales & Advisory,Investment Advisor,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0061,8802bc7ed966697dfc22d29036477788,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G04,Associate,JPC_0061,Responsible for sales associate functions within Sales & Advisory.,Sales Associate,Sales Associate - Sales & Advisory,Sales Associate,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0062,f3d0de97e54fda64d655cdfa39a7c77a,G06,N,N,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G06,Manager,JPC_0062,Responsible for client relationship manager functions within Sales & Advisory.,Client Relationship Manager,Client Relationship Manager - Sales & Advisory,Client Relationship Manager,MLH_Management,Management,Salary,1,0,JFG_SALES,1,1,Annual
JP_0063,33ed942e7ef7974a754fc7deb65b2626,G07,N,Y,0,JC_People_Manager,People Manager,Exempt,Non-Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G07,Senior Manager,JPC_0063,Responsible for business development manager functions within Sales & Advisory.,Business Development Manager,Business Development Manager - Sales & Advisory,Business Development Manager,MLH_Senior_Management,Senior Management,Salary,1,0,JFG_SALES,1,1,Annual
JP_0064,10739456c89b54c49082a7ef82b50055,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Non-Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G01,Analyst I,JPC_0064,Responsible for private banker functions within Sales & Advisory.,Private Banker,Private Banker - Sales & Advisory,Private Banker,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0065,46a754a3a55681dd9ba558551a7351a8,G01,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G01,Analyst I,JPC_0065,Responsible for mortgage specialist functions within Sales & Advisory.,Mortgage Specialist,Mortgage Specialist - Sales & Advisory,Mortgage Specialist,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0066,e07b5b447ce6fa436c8a5e88f6c12b6f,G04,N,N,0,JC_Individual_Contributor,Individual Contributor,Non-Exempt,Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G04,Associate,JPC_0066,Responsible for insurance advisor functions within Sales & Advisory.,Insurance Advisor,Insurance Advisor - Sales & Advisory,Insurance Advisor,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
JP_0067,3c319833f79db70531634dcae54aeef8,G05,N,N,0,JC_Individual_Contributor,Individual Contributor,Exempt,Non-Exempt,FN_SALES,JFG_SALES,Sales & Client Relations,Sales & Advisory,G05,Senior Associate,JPC_0067,Responsible for wealth advisor functions within Sales & Advisory.,Wealth Advisor,Wealth Advisor - Sales & Advisory,Wealth Advisor,MLH_Professional,Professional,Salary,1,0,JFG_SALES,0,0,Annual
