Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Date,Transaction_Type,Organization_ID,Organization_Type,Sequence_Number,Worker_Workday_ID
30017704,12c74626ab12aace861fbe1230f8aaad,2026-03-26,2026-03-26 13:24:36,Change Job,CC_0001,Cost_Center,5,bad281be0624d1527e52b27203f615fc
30017704,12c74626ab12aace861fbe1230f8aaad,2026-03-26,2026-03-26 13:24:36,Change Job,WARLAB_HOLD,Company,5,bad281be0624d1527e52b27203f615fc
30017704,12c74626ab12aace861fbe1230f8aaad,2026-03-26,2026-03-26 13:24:36,Change Job,DEPT_MKT_111,Supervisory,5,bad281be0624d1527e52b27203f615fc
30010517,9f5d7ecb270077be269015aea39e0c46,2026-03-26,2026-03-26 17:07:14,Change Job,CC_0001,Cost_Center,13,2cdee8e3e92e29520c5233b8b7756bfb
30010517,9f5d7ecb270077be269015aea39e0c46,2026-03-26,2026-03-26 17:07:14,Change Job,WARLAB_HOLD,Company,13,2cdee8e3e92e29520c5233b8b7756bfb
30010517,9f5d7ecb270077be269015aea39e0c46,2026-03-26,2026-03-26 17:07:14,Change Job,DEPT_LEGAL_089,Supervisory,13,2cdee8e3e92e29520c5233b8b7756bfb
30005736,e61370b0d6f28a1210a9b4487bad4705,2026-03-26,2026-03-26 08:09:02,Change Job,CC_0001,Cost_Center,12,af80f48911213ce2da3eb93efdbb9237
30005736,e61370b0d6f28a1210a9b4487bad4705,2026-03-26,2026-03-26 08:09:02,Change Job,WARLAB_HOLD,Company,12,af80f48911213ce2da3eb93efdbb9237
30005736,e61370b0d6f28a1210a9b4487bad4705,2026-03-26,2026-03-26 08:09:02,Change Job,DEPT_CEO_002,Supervisory,12,af80f48911213ce2da3eb93efdbb9237
30016972,4414f5fca5d895583c9898c19cc04b84,2026-03-26,2026-03-26 14:59:22,Termination,CC_0001,Cost_Center,5,98e24e0a303c6e13af6777b93e6bab48
30016972,4414f5fca5d895583c9898c19cc04b84,2026-03-26,2026-03-26 14:59:22,Termination,WARLAB_HOLD,Company,5,98e24e0a303c6e13af6777b93e6bab48
30016972,4414f5fca5d895583c9898c19cc04b84,2026-03-26,2026-03-26 14:59:22,Termination,DEPT_LEGAL_087,Supervisory,5,98e24e0a303c6e13af6777b93e6bab48
30016494,0572daa9b0627b1ac5a0c978bdb380ae,2026-03-26,2026-03-26 08:27:47,Termination,CC_0001,Cost_Center,5,290f758baeff9957530fb051329ffca7
30016494,0572daa9b0627b1ac5a0c978bdb380ae,2026-03-26,2026-03-26 08:27:47,Termination,WARLAB_HOLD,Company,5,290f758baeff9957530fb051329ffca7
30016494,0572daa9b0627b1ac5a0c978bdb380ae,2026-03-26,2026-03-26 08:27:47,Termination,DEPT_INVEST_125,Supervisory,5,290f758baeff9957530fb051329ffca7
30011322,20443b711bfbcd931041b0497c790f20,2026-03-09,2026-03-26 09:51:58,Data Change,CC_0001,Cost_Center,11,5d5b0c736e6408788f3a680bcc9bab1d
30011322,20443b711bfbcd931041b0497c790f20,2026-03-09,2026-03-26 09:51:58,Data Change,WARLAB_HOLD,Company,11,5d5b0c736e6408788f3a680bcc9bab1d
30011322,20443b711bfbcd931041b0497c790f20,2026-03-09,2026-03-26 09:51:58,Data Change,DEPT_INVEST_118,Supervisory,11,5d5b0c736e6408788f3a680bcc9bab1d
